en,fr,it,de,es,ko,kana
"You are challenged by [VAR 1300(0000,0000)][VAR 010E(0000)] [VAR TRNAME(0001)] and [VAR 1300(0002,0000)][VAR 010E(0002)] [VAR TRNAME(0003)]!","[VAR 1401(0000,0000)][VAR TRNAME(0000)] et [VAR 1400(0002,0000)][VAR TRNAME(0002)] veulent se battre !","[VAR BD06(0000)]Parte la sfida [VAR 1100(0000,0300)]di [VAR 1504(0001,0000)][VAR TRNAME(0001)] ([VAR 010E(0000)]) e [VAR 1100(0002,0300)]di [VAR 1504(0003,0000)][VAR TRNAME(0003)] ([VAR 010E(0002)])!",[VAR TRNAME(0000)] und [VAR TRNAME(0002)] fordern dich heraus!,"[VAR BD06(0000)]¡[VAR 1701(0000,0000)][VAR TRNAME(0000)] y [VAR 1700(0002,0000)][VAR TRNAME(0002)] te desafían!",[VAR 010E(0000)] [VAR TRNAME(0001)][VAR 1900(0004)] [VAR 010E(0002)] [VAR TRNAME(0003)][VAR 1900(0003)] 승부를 걸어왔다!,[VAR 010E(0000)]の　[VAR TRNAME(0001)]と [VAR 010E(0002)]の　[VAR TRNAME(0003)]が しょうぶを　しかけてきた！
[VAR TRNAME(0000)] and [VAR TRNAME(0001)] issued a challenge!,[VAR TRNAME(0000)] et [VAR TRNAME(0001)] veulent se battre !,Parte la sfida di [VAR TRNAME(0000)] e [VAR TRNAME(0001)]!,[VAR TRNAME(0000)] und [VAR TRNAME(0001)] möchten kämpfen!,¡[VAR TRNAME(0000)] y [VAR TRNAME(0001)] te desafían!,[VAR TRNAME(0000)][VAR 1900(0004)] [VAR TRNAME(0001)][VAR 1900(0003)] 승부를 걸어왔다!,[VAR TRNAME(0000)]と　[VAR TRNAME(0001)]が しょうぶを　しかけてきた！
Go! [VAR PKNICK(0000)]!,[VAR PKNICK(0000)] ! Go !,"Avanti, [VAR PKNICK(0000)]!","Los, [VAR PKNICK(0000)]!","¡Adelante, [VAR PKNICK(0000)]!",가랏! [VAR PKNICK(0000)]!,ゆけっ！　[VAR PKNICK(0000)]！ 
Go! [VAR PKNICK(0000)] and [VAR PKNICK(0001)]!,[VAR PKNICK(0000)] et [VAR PKNICK(0001)] ! Go !,"Avanti, [VAR PKNICK(0000)] [VAR 150C(0001,0001)][VAR PKNICK(0001)]!","Los, [VAR PKNICK(0000)] und [VAR PKNICK(0001)]!","¡Adelante, [VAR PKNICK(0000)] y [VAR PKNICK(0001)]!",가랏! [VAR PKNICK(0000)]! [VAR PKNICK(0001)]!,ゆけっ！　[VAR PKNICK(0000)]！ [VAR PKNICK(0001)]！
"[VAR BD06(0000)]Go! [VAR PKNICK(0000)], [VAR PKNICK(0001)], and [VAR PKNICK(0002)]!","[VAR PKNICK(0000)], [VAR PKNICK(0001)] et [VAR PKNICK(0002)] ! Go !","Avanti, [VAR PKNICK(0000)], [VAR PKNICK(0001)] [VAR 150C(0002,0001)][VAR PKNICK(0002)]!","Los, [VAR PKNICK(0000)], [VAR PKNICK(0001)] und [VAR PKNICK(0002)]!","¡Adelante, [VAR PKNICK(0000)], [VAR PKNICK(0001)] y [VAR PKNICK(0002)]!",가랏! [VAR PKNICK(0000)]! [VAR PKNICK(0001)]! [VAR PKNICK(0002)]!,ゆけっ！　[VAR PKNICK(0000)]！ [VAR PKNICK(0001)]！　[VAR PKNICK(0002)]！
"[VAR BD06(0000)][VAR 1301(0000,0000)][VAR 010E(0000)] [VAR TRNAME(0001)] sent out [VAR PKNICK(0002)]!","[VAR BD06(0000)][VAR 1401(0000,0000)][VAR TRNAME(0000)] envoie[VAR NUMBRNCH(0000,0200)]nt un [VAR PKNICK(0002)] !","[VAR BD06(0000)][VAR 1501(0001,0000)][VAR TRNAME(0001)] ([VAR 010E(0000)]) manda[VAR NUMBRNCH(0001,0200)]no in campo [VAR PKNICK(0002)]!","[VAR TRNAME(0000)] setz[VAR NUMBRNCH(0000,0201)]ten [VAR PKNICK(0002)] ein!","[VAR BD06(0000)]¡[VAR 1701(0000,0000)][VAR TRNAME(0000)] saca[VAR NUMBRNCH(0000,0100)]n a [VAR PKNICK(0002)]!",[VAR 010E(0000)] [VAR TRNAME(0001)][VAR 1900(0001)] [VAR PKNICK(0002)][VAR 1900(0002)] 내보냈다!,[VAR 010E(0000)]の　[VAR TRNAME(0001)]は [VAR PKNICK(0002)]を　くりだした！
"[VAR BD06(0000)][VAR 1301(0000,0000)][VAR 010E(0000)] [VAR TRNAME(0001)] sent out [VAR PKNICK(0002)] and [VAR PKNICK(0003)]!","[VAR BD06(0000)][VAR 1401(0000,0000)][VAR TRNAME(0000)] envoie[VAR NUMBRNCH(0000,0200)]nt un [VAR PKNICK(0002)] et un [VAR PKNICK(0003)] !","[VAR BD06(0000)][VAR 1501(0001,0000)][VAR TRNAME(0001)] ([VAR 010E(0000)]) manda[VAR NUMBRNCH(0001,0200)]no in campo [VAR PKNICK(0002)] e [VAR PKNICK(0003)]!","[VAR TRNAME(0000)] setz[VAR NUMBRNCH(0000,0201)]ten [VAR PKNICK(0002)] und [VAR PKNICK(0003)] ein!","[VAR BD06(0000)]¡[VAR 1701(0000,0000)][VAR TRNAME(0000)] saca[VAR NUMBRNCH(0000,0100)]n a [VAR PKNICK(0002)] y [VAR PKNICK(0003)]!",[VAR 010E(0000)] [VAR TRNAME(0001)][VAR 1900(0001)] [VAR PKNICK(0002)][VAR 1900(0004)] [VAR PKNICK(0003)][VAR 1900(0002)] 내보냈다!,[VAR 010E(0000)]の　[VAR TRNAME(0001)]は [VAR PKNICK(0002)]と [VAR PKNICK(0003)]を　くりだした！
"[VAR 1301(0000,0000)][VAR 010E(0000)] [VAR TRNAME(0001)] sent out [VAR PKNICK(0002)], [VAR PKNICK(0003)], and [VAR PKNICK(0004)]!","[VAR 1401(0000,0000)][VAR TRNAME(0000)] envoie[VAR NUMBRNCH(0000,0200)]nt un [VAR PKNICK(0002)], un [VAR PKNICK(0003)] et un [VAR PKNICK(0004)] !","[VAR BD06(0000)][VAR 1501(0001,0000)][VAR TRNAME(0001)] ([VAR 010E(0000)]) manda[VAR NUMBRNCH(0001,0200)]no in campo [VAR PKNICK(0002)], [VAR PKNICK(0003)] e [VAR PKNICK(0004)]!","[VAR TRNAME(0000)] setz[VAR NUMBRNCH(0000,0201)]ten [VAR PKNICK(0002)], [VAR PKNICK(0003)] und [VAR PKNICK(0004)] ein!","[VAR BD06(0000)]¡[VAR 1701(0000,0000)][VAR TRNAME(0000)] saca[VAR NUMBRNCH(0000,0100)]n a [VAR PKNICK(0002)], [VAR PKNICK(0003)] y [VAR PKNICK(0004)]!",[VAR 010E(0000)] [VAR TRNAME(0001)][VAR 1900(0001)] [VAR PKNICK(0002)][VAR 1900(0004)] [VAR PKNICK(0003)][VAR 1900(0004)] [VAR PKNICK(0004)][VAR 1900(0002)] 내보냈다!,[VAR 010E(0000)]の　[VAR TRNAME(0001)]は [VAR PKNICK(0002)]と　[VAR PKNICK(0003)]と [VAR PKNICK(0004)]を　くりだした！
[VAR TRNAME(0000)] sent out [VAR PKNICK(0001)]!,[VAR TRNAME(0000)] envoie [VAR PKNICK(0001)] !,"[VAR TRNAME(0000)] manda[VAR NUMBRNCH(0000,0200)]no in campo [VAR PKNICK(0001)]!",[VAR TRNAME(0000)] schickt [VAR PKNICK(0001)] in den Kampf!,¡[VAR TRNAME(0000)] saca a [VAR PKNICK(0001)]!,[VAR TRNAME(0000)][VAR 1900(0001)] [VAR PKNICK(0001)][VAR 1900(0002)] 내보냈다!,[VAR TRNAME(0000)]は [VAR PKNICK(0001)]を　くりだした！
[VAR BD06(0000)][VAR TRNAME(0000)] sent out [VAR PKNICK(0001)] and [VAR PKNICK(0002)]!,[VAR BD06(0000)][VAR TRNAME(0000)] envoie [VAR PKNICK(0001)] et [VAR PKNICK(0002)] !,"[VAR BD06(0000)][VAR TRNAME(0000)] manda[VAR NUMBRNCH(0000,0200)]no in campo [VAR PKNICK(0001)] e [VAR PKNICK(0002)]!",[VAR TRNAME(0000)] schickt [VAR PKNICK(0001)] und [VAR PKNICK(0002)] in den Kampf!,¡[VAR TRNAME(0000)] saca a [VAR PKNICK(0001)] y [VAR PKNICK(0002)]!,[VAR TRNAME(0000)][VAR 1900(0001)] [VAR PKNICK(0001)][VAR 1900(0004)] [VAR PKNICK(0002)][VAR 1900(0002)] 내보냈다!,[VAR TRNAME(0000)]は　[VAR PKNICK(0001)]と [VAR PKNICK(0002)]を　くりだした！
"[VAR TRNAME(0000)] sent out [VAR PKNICK(0001)], [VAR PKNICK(0002)], and [VAR PKNICK(0003)]!","[VAR BD06(0000)][VAR TRNAME(0000)] envoie [VAR PKNICK(0001)], [VAR PKNICK(0002)] et [VAR PKNICK(0003)] !","[VAR BD06(0000)][VAR TRNAME(0000)] manda[VAR NUMBRNCH(0000,0200)]no in campo [VAR PKNICK(0001)], [VAR PKNICK(0002)] e [VAR PKNICK(0003)]!","[VAR TRNAME(0000)] schickt [VAR PKNICK(0001)], [VAR PKNICK(0002)] und [VAR PKNICK(0003)] in den Kampf!","[VAR BD06(0000)]¡[VAR TRNAME(0000)] saca a [VAR PKNICK(0001)], [VAR PKNICK(0002)] y [VAR PKNICK(0003)]!",[VAR TRNAME(0000)][VAR 1900(0001)] [VAR PKNICK(0001)][VAR 1900(0004)] [VAR PKNICK(0002)][VAR 1900(0004)] [VAR PKNICK(0003)][VAR 1900(0002)] 내보냈다!,[VAR TRNAME(0000)]は [VAR PKNICK(0001)]と　[VAR PKNICK(0002)]と [VAR PKNICK(0003)]を　くりだした！
"[VAR BD06(0000)][VAR 1301(0000,0000)][VAR 010E(0000)] [VAR TRNAME(0001)] is about to send out [VAR PKNICK(0002)]. Will you switch your Pokémon?","[VAR TRNAME(0000)] envoie[VAR NUMBRNCH(0000,0200)]nt un [VAR PKNICK(0002)]. Voulez-vous changer de Pokémon ?","[VAR BD06(0000)]La prossima scelta [VAR 1100(0000,0300)]di [VAR 1504(0001,0000)][VAR TRNAME(0001)] ([VAR 010E(0000)]) sarà [VAR PKNICK(0002)]! Vuoi cambiare Pokémon?","[VAR TRNAME(0000)] setz[VAR NUMBRNCH(0000,0201)]ten als Nächstes [VAR PKNICK(0002)] ein. Möchtest du dein Pokémon wechseln?","[VAR BD06(0000)]¡[VAR 1701(0000,0000)][VAR TRNAME(0000)] va[VAR NUMBRNCH(0000,0100)]n a sacar a [VAR PKNICK(0002)]! ¿Quieres cambiar de Pokémon?",[VAR 010E(0000)] [VAR TRNAME(0001)][VAR 1900(0001)] [VAR PKNICK(0002)][VAR 1900(0002)] 내보내려 하고 있다 포켓몬을 교체하시겠습니까?,[VAR 010E(0000)]の　[VAR TRNAME(0001)]は [VAR PKNICK(0002)]を　くりだそうとしている ポケモンを　いれかえますか？
"You’re in charge, [VAR PKNICK(0000)]!",[VAR PKNICK(0000)] ! Fonce !,"Dai, [VAR PKNICK(0000)]!","Du schaffst es, [VAR PKNICK(0000)]!","¡Vamos, [VAR PKNICK(0000)]!",널 믿어! [VAR PKNICK(0000)]!,まかせた！　[VAR PKNICK(0000)]！
"Go for it, [VAR PKNICK(0000)]!","En avant, [VAR PKNICK(0000)] !","Coraggio, [VAR PKNICK(0000)]!","Streng dich an, [VAR PKNICK(0000)]!","¡Tú puedes, [VAR PKNICK(0000)]!",힘내! [VAR PKNICK(0000)]!,がんばれ！　[VAR PKNICK(0000)]！
"Just a little more! Hang in there, [VAR PKNICK(0000)]!","Un dernier petit effort ! Tiens bon, [VAR PKNICK(0000)] !","Ancora un piccolo sforzo, [VAR PKNICK(0000)]! Puoi farcela!","Nur noch ein bisschen! Halt durch, [VAR PKNICK(0000)]!","¡Ya queda poco! ¡Venga, [VAR PKNICK(0000)]!",앞으로 조금이야! 힘내! [VAR PKNICK(0000)]!,あとすこしだ！ がんばれ！　[VAR PKNICK(0000)]！
"Your opponent’s weak! Get ’em, [VAR PKNICK(0000)]!","L’ennemi est faible ! C’est le moment, [VAR PKNICK(0000)] !","Il nemico è debole! Forza, [VAR PKNICK(0000)]!","Mach es fertig! Los, [VAR PKNICK(0000)]!","¡Tu rival está débil! ¡A por él, [VAR PKNICK(0000)]!",상대가 약해져 있어! 기회다! [VAR PKNICK(0000)]!,あいてが　よわっている！ チャンスだ！　[VAR PKNICK(0000)]！
"[VAR PKNICK(0000)], switch out! Come back!","[VAR PKNICK(0000)], on change ! Reviens !","[VAR PKNICK(0000)], è ora! Rientra!",[VAR PKNICK(0000)]! Komm zurück!,"¡[VAR PKNICK(0000)], cambio! ¡Vuelve aquí!",[VAR PKNICK(0000)] 교대! 돌아와!,[VAR PKNICK(0000)]　こうたい！ もどれ！
"[VAR PKNICK(0000)], come back!","Reviens, [VAR PKNICK(0000)] !","[VAR PKNICK(0000)], rientra!","[VAR PKNICK(0000)], komm zurück!","¡[VAR PKNICK(0000)], ven aquí!",[VAR PKNICK(0000)] 돌아와!,[VAR PKNICK(0000)] もどれ！
"[VAR PKNICK(0000)], that’s enough! Come back!","[VAR PKNICK(0000)], ça suffit ! Reviens !","[VAR PKNICK(0000)], può bastare! Rientra!","[VAR PKNICK(0000)], das reicht! Komm zurück!","¡[VAR PKNICK(0000)], está bien! ¡Ven aquí!",[VAR PKNICK(0000)] 좋아! 돌아와!,[VAR PKNICK(0000)]　よし！ もどれ！
"OK, [VAR PKNICK(0000)]! Come back!","OK, [VAR PKNICK(0000)] ! Reviens !","Ok, [VAR PKNICK(0000)]! Rientra!","[VAR PKNICK(0000)], es ist gut! Komm zurück!","¡Bien hecho, [VAR PKNICK(0000)]! ¡Ven aquí!",[VAR PKNICK(0000)] 좋았어! 돌아와!,[VAR PKNICK(0000)]　いいぞ！ もどれ！
"Good job, [VAR PKNICK(0000)]! Come back!","Bien, [VAR PKNICK(0000)] ! Reviens !","Bene, [VAR PKNICK(0000)]! Rientra!","Gut gemacht, [VAR PKNICK(0000)]! Komm zurück!","¡Muy bien, [VAR PKNICK(0000)]! ¡Ven aquí!",[VAR PKNICK(0000)] 잘했어! 돌아와!,[VAR PKNICK(0000)]　よくやった！ もどれ！
"[VAR BD06(0000)][VAR 1301(0000,0000)][VAR 010E(0000)] [VAR TRNAME(0001)] withdrew [VAR PKNICK(0002)]!","[VAR BD06(0000)][VAR TRNAME(0000)] retire[VAR NUMBRNCH(0000,0200)]nt [VAR 1002][VAR 1400(0002,0000)][VAR PKNICK(0002)] !","[VAR BD06(0000)][VAR 1501(0001,0000)][VAR TRNAME(0001)] ([VAR 010E(0000)]) ritira[VAR NUMBRNCH(0001,0200)]no [VAR PKNICK(0002)] dalla lotta!","[VAR TRNAME(0000)] ha[VAR NUMBRNCH(0000,0301)]tben [VAR PKNICK(0002)] zurückgerufen!","[VAR BD06(0000)]¡[VAR 1701(0000,0000)][VAR TRNAME(0000)] ha[VAR NUMBRNCH(0000,0100)]n retirado a [VAR PKNICK(0002)] del combate!",[VAR 010E(0000)] [VAR TRNAME(0001)][VAR 1900(0001)] [VAR PKNICK(0002)][VAR 1900(0002)] 넣어버렸다!,[VAR 010E(0000)]の　[VAR TRNAME(0001)]は [VAR PKNICK(0002)]を　ひっこめた！
[VAR TRNAME(0000)] withdrew [VAR PKNICK(0001)]!,[VAR TRNAME(0000)] retire [VAR PKNICK(0001)] !,"[VAR TRNAME(0000)] ritira[VAR NUMBRNCH(0000,0200)]no [VAR PKNICK(0001)] dalla lotta!","[VAR TRNAME(0000)] ha[VAR NUMBRNCH(0000,0301)]tben [VAR PKNICK(0001)] zurückgerufen!","¡[VAR TRNAME(0000)] retira[VAR NUMBRNCH(0000,0100)]n a [VAR PKNICK(0001)] del combate!",[VAR TRNAME(0000)][VAR 1900(0001)] [VAR PKNICK(0001)][VAR 1900(0002)] 넣어버렸다!,[VAR TRNAME(0000)]は [VAR PKNICK(0001)]を　ひっこめた！
"The Pokémon was hit [VAR NUM1(0000)] time[VAR NUMBRNCH(0000,0100)]s!",Touché [VAR NUM1(0000)] fois !,Colpi inflitti: [VAR NUM1(0000)]!,[VAR NUM1(0000)]-mal getroffen!,N.º de golpes: [VAR NUM1(0000)].,[VAR NUM1(0000)]번 맞았다!,[VAR NUM1(0000)]かい　あたった！
"You used [VAR 1302(0001,0000)][VAR ITEM2(0001)].","Vous utilisez [VAR 1402(0001,0000)][VAR ITEM2(0001)] !","Hai usato [VAR 1502(0001,0000)][VAR ITEM2(0001)]!","Du setzt [VAR 1606(0001,0000)][VAR 0110(0001)] ein.","¡[VAR TRNAME(0000)] ha[VAR NUMBRNCH(0000,0100)]n usado [VAR 1702(0001,0000)][VAR 0109(0001)]!",[VAR TRNAME(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0002)] 썼다!,[VAR TRNAME(0000)]は [VAR 0109(0001)]を　つかった！
"[VAR TRNAME(0000)] used [VAR 1302(0001,0000)][VAR ITEM2(0001)].","[VAR TRNAME(0000)] utilise[VAR NUMBRNCH(0000,0200)]nt [VAR 1402(0001,0000)][VAR ITEM2(0001)] !","[VAR TRNAME(0000)] usa[VAR NUMBRNCH(0000,0200)]no [VAR 1502(0001,0000)][VAR ITEM2(0001)]!","[VAR TRNAME(0000)] setz[VAR NUMBRNCH(0000,0201)]ten [VAR 1606(0001,0000)][VAR 0110(0001)] ein.","¡[VAR TRNAME(0000)] ha[VAR NUMBRNCH(0000,0100)]n usado [VAR 1702(0001,0000)][VAR 0109(0001)]!",[VAR TRNAME(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0002)] 썼다!,[VAR TRNAME(0000)]は [VAR 0109(0001)]を　つかった！
"[VAR BD06(0000)][VAR 1301(0000,0000)][VAR 010E(0000)] [VAR TRNAME(0001)] used [VAR 1302(0002,0000)][VAR ITEM2(0002)]!","[VAR BD06(0000)][VAR TRNAME(0000)] utilise[VAR NUMBRNCH(0000,0200)]nt [VAR 1402(0002,0000)][VAR ITEM2(0002)] !","[VAR BD06(0000)][VAR TRNAME(0001)] ([VAR 010E(0000)]) usa[VAR NUMBRNCH(0001,0200)]no [VAR 1502(0002,0000)][VAR ITEM2(0002)]!","[VAR TRNAME(0000)] setz[VAR NUMBRNCH(0000,0201)]ten [VAR 1606(0002,0000)][VAR 0110(0002)] ein.","[VAR BD06(0000)]¡[VAR 1701(0000,0000)][VAR TRNAME(0000)] ha[VAR NUMBRNCH(0000,0100)]n usado [VAR 1702(0002,0000)][VAR 0109(0002)]!",[VAR 010E(0000)] [VAR TRNAME(0001)][VAR 1900(0001)] [VAR 0109(0002)][VAR 1900(0002)] 썼다!,[VAR 010E(0000)]の　[VAR TRNAME(0001)]は [VAR 0109(0002)]を　つかった！
[~ 38],[~ 38],[~ 38],[~ 38],[~ 38],[~ 38],[~ 38]
[~ 39],[~ 39],[~ 39],[~ 39],[~ 39],[~ 39],[~ 39]
[~ 40],[~ 40],[~ 40],[~ 40],[~ 40],[~ 40],[~ 40]
[~ 41],[~ 41],[~ 41],[~ 41],[~ 41],[~ 41],[~ 41]
[~ 42],[~ 42],[~ 42],[~ 42],[~ 42],[~ 42],[~ 42]
[~ 43],[~ 43],[~ 43],[~ 43],[~ 43],[~ 43],[~ 43]
"[VAR PKNICK(0000)] gained [VAR 0206(0001,002C)] Exp. Point[VAR NUMBRNCH(0001,0100)]s!","[VAR PKNICK(0000)] a gagné [VAR 0206(0001,202F)] Point[VAR NUMBRNCH(0001,0100)]s d’Expérience !","[VAR PKNICK(0000)] riceve [VAR 0206(0001,002E)] Punt[VAR NUMBRNCH(0001,0101)]oi Esperienza!","[VAR PKNICK(0000)] erhält [VAR 0206(0001,202F)] Erfahrungspunkt[VAR NUMBRNCH(0001,0100)]e!","[VAR PKNICK(0000)] ha ganado [VAR 0206(0001,202F)] Punto[VAR NUMBRNCH(0001,0100)]s de Experiencia.","[VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0206(0001,0000)] 경험치를 얻었다!","[VAR PKNICK(0000)]は [VAR 0206(0001,0000)]けいけんちを　もらった！"
"[VAR PKNICK(0000)] gained a boosted [VAR 0206(0001,002C)] Exp. Point[VAR NUMBRNCH(0001,0100)]s!","[VAR BD06(0000)][VAR PKNICK(0000)] a gagné un total de [VAR 0206(0001,202F)] Point[VAR NUMBRNCH(0001,0100)]s d’Expérience !","[VAR BD06(0000)][VAR PKNICK(0000)] riceve ben [VAR 0206(0001,002E)] Punt[VAR NUMBRNCH(0001,0101)]oi Esperienza!","[VAR PKNICK(0000)] erhält [VAR 0206(0001,202F)] spezielle[VAR NUMBRNCH(0001,1111)]n Erfahrungspunkt Erfahrungspunkte!","[VAR BD06(0000)][VAR PKNICK(0000)] ha ganado un total de [VAR 0206(0001,202F)] Punto[VAR NUMBRNCH(0001,0100)]s de Experiencia.","[VAR PKNICK(0000)][VAR 1900(0001)] 많은 양의 [VAR 0206(0001,0000)] 경험치를 얻었다!","[VAR PKNICK(0000)]は　おおめに [VAR 0206(0001,0000)]けいけんちを　もらった！"
The rest of your team gained Exp. Points thanks to the Exp. Share!,Le reste de votre équipe a gagné des Points d’Expérience grâce au Multi Exp !,I Punti Esperienza vengono condivisi grazie al Condividi Esperienza!,Dank des EP-Teilers erhält auch der Rest deines Pokémon-Teams Erfahrungspunkte!,El resto del equipo ha ganado Puntos de Experiencia.,학습장치로 각자 경험치를 얻었다!,がくしゅうそうちで　それぞれ けいけんちを　もらった！
[VAR BD06(0000)][VAR PKNICK(0000)] wants to learn the move [VAR MOVE(0001)]. [VAR BD06(0000)]Should an old move be forgotten and replaced with [VAR MOVE(0001)]?,[VAR PKNICK(0000)] veut apprendre [VAR MOVE(0001)]. Voulez-vous oublier une capacité pour apprendre [VAR MOVE(0001)] ?,[VAR BD06(0000)][VAR PKNICK(0000)] vorrebbe imparare [VAR MOVE(0001)]. [VAR BD06(0000)]Vuoi che dimentichi una mossa e al suo posto impari [VAR MOVE(0001)]?,"[VAR PKNICK(0000)] versucht, [VAR MOVE(0001)] zu erlernen. Soll eine bekannte Attacke durch [VAR MOVE(0001)] ersetzt werden?",[VAR PKNICK(0000)] quiere aprender [VAR MOVE(0001)]. ¿Quieres sustituir uno de sus movimientos por [VAR MOVE(0001)]?,[VAR PKNICK(0000)][VAR 1900(0001)] 새로 [VAR MOVE(0001)][VAR 1900(0002)] 배우고 싶다... [VAR MOVE(0001)] 대신 다른 기술을 잊게 하겠습니까?,[VAR PKNICK(0000)]は　あたらしく [VAR MOVE(0001)]を　おぼえたい…… [VAR MOVE(0001)]の　かわりに ほかの　わざを　わすれさせますか？
