en,fr,it,de,es,ko,kana
[~ 40],[~ 40],[~ 40],[~ 40],[~ 40],[~ 40],[~ 40]
[~ 41],[~ 41],[~ 41],[~ 41],[~ 41],[~ 41],[~ 41]
[~ 42],[~ 42],[~ 42],[~ 42],[~ 42],[~ 42],[~ 42]
[~ 43],[~ 43],[~ 43],[~ 43],[~ 43],[~ 43],[~ 43]
[~ 44],[~ 44],[~ 44],[~ 44],[~ 44],[~ 44],[~ 44]
[~ 45],[~ 45],[~ 45],[~ 45],[~ 45],[~ 45],[~ 45]
[~ 46],[~ 46],[~ 46],[~ 46],[~ 46],[~ 46],[~ 46]
[~ 47],[~ 47],[~ 47],[~ 47],[~ 47],[~ 47],[~ 47]
[~ 48],[~ 48],[~ 48],[~ 48],[~ 48],[~ 48],[~ 48]
[~ 49],[~ 49],[~ 49],[~ 49],[~ 49],[~ 49],[~ 49]
[~ 50],[~ 50],[~ 50],[~ 50],[~ 50],[~ 50],[~ 50]
[~ 51],[~ 51],[~ 51],[~ 51],[~ 51],[~ 51],[~ 51]
[~ 52],[~ 52],[~ 52],[~ 52],[~ 52],[~ 52],[~ 52]
[~ 53],[~ 53],[~ 53],[~ 53],[~ 53],[~ 53],[~ 53]
[~ 54],[~ 54],[~ 54],[~ 54],[~ 54],[~ 54],[~ 54]
[~ 55],[~ 55],[~ 55],[~ 55],[~ 55],[~ 55],[~ 55]
[~ 56],[~ 56],[~ 56],[~ 56],[~ 56],[~ 56],[~ 56]
[~ 57],[~ 57],[~ 57],[~ 57],[~ 57],[~ 57],[~ 57]
[~ 58],[~ 58],[~ 58],[~ 58],[~ 58],[~ 58],[~ 58]
[~ 59],[~ 59],[~ 59],[~ 59],[~ 59],[~ 59],[~ 59]
[~ 60],[~ 60],[~ 60],[~ 60],[~ 60],[~ 60],[~ 60]
[~ 61],[~ 61],[~ 61],[~ 61],[~ 61],[~ 61],[~ 61]
[~ 62],[~ 62],[~ 62],[~ 62],[~ 62],[~ 62],[~ 62]
[~ 63],[~ 63],[~ 63],[~ 63],[~ 63],[~ 63],[~ 63]
[~ 64],[~ 64],[~ 64],[~ 64],[~ 64],[~ 64],[~ 64]
[~ 65],[~ 65],[~ 65],[~ 65],[~ 65],[~ 65],[~ 65]
You don’t have enough Poké Miles.,Vous n’avez pas assez de Poké Miles.,Spiacente! Non hai abbastanza Pokémiglia!,Du hast nicht genug Poké-Meilen.,No tienes suficientes Poké Millas.,포켓마일포인트가 부족합니다,ポケマイルポイントが　たりないですよ
You don’t have enough Battle Points.,Vous n’avez pas assez de Points de Combat.,Spiacente! Non hai abbastanza Punti Lotta!,Du hast nicht genug Gewinnpunkte.,No tienes suficientes Puntos de Batalla.,배틀포인트가 부족합니다,バトルポイントが　たりないですよ
How many [VAR ITEMPLUR1][VAR ITEM2(0000)] would you like to trade for your Poké Miles?,Combien voudriez-vous [VAR ITEMPLUR1][VAR 1408(0000)][VAR ITEM2(0000)] ?,"Quant[VAR ITEMPLUR1][VAR 1102(0000,0101,0101)]oaie [VAR ITEM2(0000)] vuoi?",Wie viele [VAR ITEMPLUR1][VAR ITEM2(0000)] möchtest du tauschen?,"¿Cuánt[VAR GENDBR(0000,0101)]oas [VAR ITEMPLUR1][VAR ITEM2(0000)] quieres?",[VAR ITEM2(0000)][VAR 1900(0002)] 몇 개 교환하겠습니까?,[VAR ITEM2(0000)]を いくつ　こうかん　しますか？
How many [VAR ITEMPLUR1][VAR ITEM2(0000)] would you like to trade for Battle Points?,Combien voudriez-vous [VAR ITEMPLUR1][VAR 1408(0000)][VAR ITEM2(0000)] ?,"Quant[VAR ITEMPLUR1][VAR 1102(0000,0101,0101)]oaie [VAR ITEM2(0000)] vuoi?",Wie viele [VAR ITEMPLUR1][VAR ITEM2(0000)] möchtest du tauschen?,"¿Cuánt[VAR GENDBR(0000,0101)]oas [VAR ITEMPLUR1][VAR ITEM2(0000)] quieres?",[VAR ITEM2(0000)][VAR 1900(0002)] 몇 개 교환하겠습니까?,[VAR ITEM2(0000)]を いくつ　こうかん　しますか？
"You want [VAR NUM2(0001)] [VAR ITEMPLUR0][VAR ITEM2(0000)]. That will be [VAR NUM7(0002,002C)] Poké Mile[VAR NUMBRNCH(0002,0100)]s. OK?","Voyons, [VAR NUM2(0001)] [VAR ITEM2(0000)], cela fera [VAR NUM7(0002,E07F)] PM.","Allora, vediamo, [VAR NUM2(0001)] [VAR ITEM2(0000)]... Fanno [VAR NUM7(0002,002E)] PM. Va bene?","[VAR NUM2(0001)] [VAR ITEMPLUR0][VAR ITEM2(0000)], nicht wahr? Das macht [VAR NUM7(0002,0020)] PM!","[VAR NUM2(0001)] te costará [VAR NUM7(0002,E07F)] PM. ¿Te parece bien?","[VAR ITEM2(0000)][VAR 1900(0006)]군요 [VAR NUM2(0001)]개에 [VAR NUM7(0002,0000)]P입니다","[VAR ITEM2(0000)]　ですね [VAR NUM2(0001)]コで　[VAR NUM7(0002,0000)]Pに　なりますが？"
"You want [VAR NUM2(0001)] [VAR ITEMPLUR0][VAR ITEM2(0000)]. That will be [VAR NUM7(0002,002C)] BP. Is that OK?","Voyons, [VAR NUM2(0001)] [VAR ITEM2(0000)], cela fera [VAR NUM7(0002,E07F)] PCo.","Allora, vediamo, [VAR NUM2(0001)] [VAR ITEM2(0000)]... Fanno [VAR NUM7(0002,002E)] PL. Va bene?","[VAR NUM2(0001)] [VAR ITEMPLUR0][VAR ITEM2(0000)], nicht wahr? Das macht [VAR NUM7(0002,0020)] GP!","[VAR NUM2(0001)] te costará [VAR NUM7(0002,E07F)] PB. ¿Te parece bien?","[VAR ITEM2(0000)][VAR 1900(0006)]군요 [VAR NUM2(0001)]개에 [VAR NUM7(0002,0000)]BP입니다","[VAR ITEM2(0000)]　ですね [VAR NUM2(0001)]コで　[VAR NUM7(0002,0000)]BPに　なりますが？"
"You want [VAR NUM2(0001)] [VAR ITEMPLUR1][VAR ITEM2(0000)]. That will be [VAR NUM7(0002,002C)] Poké Mile[VAR NUMBRNCH(0002,0100)]s. OK?","Voyons, [VAR NUM2(0001)] [VAR ITEM2(0000)], cela fera [VAR NUM7(0002,E07F)] PM.","Allora, vediamo, [VAR NUM2(0001)] [VAR ITEM2(0000)]... Fanno [VAR NUM7(0002,002E)] PM. Va bene?","[VAR NUM2(0001)] [VAR ITEMPLUR1][VAR ITEM2(0000)], nicht wahr? Das macht [VAR NUM7(0002,0020)] PM!","[VAR NUM2(0001)] te costarán [VAR NUM7(0002,E07F)] PM. ¿Te parece bien?","[VAR ITEM2(0000)][VAR 1900(0006)]군요 [VAR NUM2(0001)]개에 [VAR NUM7(0002,0000)]P입니다","[VAR ITEM2(0000)]　ですね [VAR NUM2(0001)]コで　[VAR NUM7(0002,0000)]Pに　なりますが？"
"You want [VAR NUM2(0001)] [VAR ITEMPLUR1][VAR ITEM2(0000)]. That will be [VAR NUM7(0002,002C)] BP. Is that OK?","Voyons, [VAR NUM2(0001)] [VAR ITEM2(0000)], cela fera [VAR NUM7(0002,E07F)] PCo.","Allora, vediamo, [VAR NUM2(0001)] [VAR ITEM2(0000)]... Fanno [VAR NUM7(0002,002E)] PL. Va bene?","[VAR NUM2(0001)] [VAR ITEMPLUR1][VAR ITEM2(0000)], nicht wahr? Das macht [VAR NUM7(0002,0020)] GP!","[VAR NUM2(0001)] te costarán [VAR NUM7(0002,E07F)] PB. ¿Te parece bien?","[VAR ITEM2(0000)][VAR 1900(0006)]군요 [VAR NUM2(0001)]개에 [VAR NUM7(0002,0000)]BP입니다","[VAR ITEM2(0000)]　ですね [VAR NUM2(0001)]コで　[VAR NUM7(0002,0000)]BPに　なりますが？"
Here you go. Thank you.,Et voici. Merci.,"Ecco qui, grazie mille!","Hier, bitte sehr! Vielen Dank.",Pues aquí tienes. ¡Muchas gracias!,네 여기 있습니다 감사합니다,はい　どうぞ ありがとうございます
Here you go. Thank you.,Et voici. Merci.,"Ecco qui, grazie mille!","Hier, bitte sehr! Vielen Dank.",Pues aquí tienes. ¡Muchas gracias!,네 여기 있습니다 감사합니다,はい　どうぞ ありがとうございます
You can’t take any more of this item.,Vous n’avez plus de place pour cela.,Hai raggiunto il limite per questo oggetto!,Du hast dafür keinen Platz mehr.,No te caben más en la Bolsa.,그 이상은 가지고 다닐 수 없어요,それいじょう もちきれないですよ
You can’t take any more of this item.,Vous n’avez plus de place pour cela.,Hai raggiunto il limite per questo oggetto!,Du hast dafür keinen Platz mehr.,No te caben más en la Bolsa.,그 이상은 가지고 다닐 수 없어요,それいじょう もちきれないですよ
"No. [VAR NUM3(0000)], [VAR MOVE(0001)], will be [VAR NUM7(0002,002C)] Poké Mile[VAR NUMBRNCH(0002,0100)]s. OK?","La CT[VAR NUM3(0000)] [VAR MOVE(0001)] ? Elle est à vous contre [VAR NUM7(0002,E07F)] PM.","Allora, vuoi la MT[VAR NUM3(0000)] [VAR MOVE(0001)]? Fanno [VAR NUM7(0002,002E)] PM. Va bene?","TM[VAR NUM3(0000)] [VAR MOVE(0001)] kostet dich [VAR NUM7(0002,0020)] PM.","¿Quieres la MT[VAR NUM3(0000)] [VAR MOVE(0001)]? Eso te va a costar [VAR NUM7(0002,E07F)] PM.","No.[VAR NUM3(0000)] “[VAR MOVE(0001)]”[VAR 1900(0001)] [VAR NUM7(0002,0000)]P입니다","No.[VAR NUM3(0000)]「[VAR MOVE(0001)]」は [VAR NUM7(0002,0000)]Pに　なりますが？"
"No. [VAR NUM3(0000)], [VAR MOVE(0001)], will be [VAR NUM7(0002,0000)] BP. Is that OK?","La CT[VAR NUM3(0000)] [VAR MOVE(0001)] ? Elle est à vous contre [VAR NUM7(0002,E07F)] PCo.","Allora, vuoi la MT[VAR NUM3(0000)] [VAR MOVE(0001)]? Fanno [VAR NUM7(0002,002E)] PL. Va bene?","TM[VAR NUM3(0000)] [VAR MOVE(0001)] kostet dich [VAR NUM7(0002,0020)] GP.","¿Quieres la MT[VAR NUM3(0000)] [VAR MOVE(0001)]? Eso te va a costar [VAR NUM7(0002,E07F)] PB.","No.[VAR NUM3(0000)] “[VAR MOVE(0001)]”[VAR 1900(0001)] [VAR NUM7(0002,0000)]BP입니다","No.[VAR NUM3(0000)]「[VAR MOVE(0001)]」は [VAR NUM7(0002,0000)]BPに　なりますが？"
Would you like to trade Poké Miles for prizes?,Voulez-vous échanger vos Poké Miles contre des cadeaux ?,Vuoi spendere delle Pokémiglia per ottenere dei premi?,Möchtest du Poké-Meilen gegen Preise tauschen?,¿Quieres intercambiar Poké Millas por regalos?,포켓마일포인트와 경품을 교환하겠습니까?,ポケマイルポイントと　けいひんを こうかん　しますか？
"PokéMileage is the service that allows you to collect miles when you trade Pokémon. The number of miles you can earn depends on the distance between regions registered on the two Nintendo 3DS systems. You can also collect a small number of miles by walking around the Hoenn region. To view your current miles, please check Poké Miles on your Trainer Card.","Les Poké Miles sont des points accumulés en échangeant des Pokémon. Plus la région de votre console Nintendo 3DS est éloignée de celle de la personne avec qui vous échangez, plus vous obtenez de points. En parcourant Hoenn, vous pourrez aussi obtenir quelques Poké Miles. Pour savoir combien vous en possédez, il suffit de vérifier la ligne « Poké Miles » de votre Carte de Dresseur.",Le Pokémiglia si accumulano scambiando Pokémon. La quantità di punti ottenuti varia in base alla distanza tra le regioni registrate dai giocatori nelle rispettive console Nintendo 3DS. Puoi guadagnare un po’ di punti anche esplorando la regione di Hoenn. Verifica quante Pokémiglia hai accumulato nella Scheda Allenatore.,"Poké-Meilen sind Punkte, die gesammelt werden können, indem du Pokémon tauschst. Die Anzahl der auf diesem Wege erhältlichen Punkte ist abhängig von der Entfernung zur im Nintendo 3DS-System des Tauschpartners eingetragenen Heimatregion. Zudem steigt das eigene Poké-Meilen-Konto selbst dann leicht, wenn man einfach nur die Hoenn-Region durchstreift. Unter dem Punkt „Poké-Meilen“ auf dem Trainerpass kannst du dich der Anzahl deiner PM vergewissern.","Puedes conseguir Poké Millas al intercambiar Pokémon con otros jugadores. El número de Poké Millas que puedes obtener depende de la distancia entre las regiones en las que están registradas las consolas Nintendo 3DS de ambos jugadores. También puedes acumular Poké Millas caminando por la región de Hoenn. Para saber el número de Poké Millas que tienes, basta con mirar tu Ficha de Entrenador.",포켓마일포인트는 포켓몬 교환을 하면 포인트가 쌓이는 서비스입니다 교환하는 상대의 닌텐도 3DS 본체에 등록되어 있는 지역의 거리에 따라 받을 수 있는 포인트가 바뀝니다 또한 호연지방을 걸어도 포인트가 조금 쌓입니다 현재 쌓여 있는 포인트는 트레이너카드에 있는 포켓마일포인트를 봐 주세요,ポケマイルポイントは ポケモンこうかんを　すると ポイントが　たまる　サービスです こうかんする　あいてが ニンテンドー3DSほんたいに とうろく　している ちいきの　きょりに　おうじて もらえる　ポイントが　かわります また　ホウエンちほうを あるくことでも ちょっぴり　たまります げんざい　ためている　ポイントは トレーナーカードにある ポケマイルポイントを　みてくださいね
Collect Poké Miles and come again.,Continuez à accumuler des Poké Miles ! Au plaisir de vous revoir.,"Mi raccomando, continua ad accumulare Pokémiglia! A presto!",Sammle fleißig Poké-Meilen und schau mal wieder vorbei.,Sigue acumulando Poké Millas y vuelve por aquí cuando quieras.,포켓마일포인트를 모은 후 다시 와 주세요,ポケマイルポイントを　ためて また　おこしください
Hello! Welcome to the Exchange Service Corner. Would you like to trade in your BP for some fabulous prizes?,Bienvenue au Service d’Échange ! Désirez-vous échanger vos Points de Combat contre des cadeaux ?,"Benvenut[VAR GENDBR(00FF,0101)]oa all’Ufficio Ritiro Premi! Vuoi scambiare i tuoi PL con qualche premio?",Hallo und willkommen bei der Gewinnpunkte-Tauschbörse! Möchtest du deine Gewinnpunkte gegen Preise eintauschen?,"¡Hola! ¡Bienvenid[VAR GENDBR(00FF,0101)]oa al Servicio de Intercambio de Puntos de Batalla! ¿Quieres cambiar tus Puntos de Batalla por regalos?",어서 오세요! 배틀포인트 교환 코너에 오신 것을 환영합니다! 배틀포인트와 경품을 교환하겠습니까?,いらっしゃいませ！ ようこそ！ バトルポイント　ひきかえ　コーナーへ バトルポイントと　けいひんを こうかん　しますか？
Collect Battle Points and come again!,Continuez à accumuler des PCo et revenez nous voir !,"Mi raccomando, continua ad accumulare Punti Lotta! A presto!",Sammle fleißig Gewinnpunkte und schau mal wieder vorbei.,Sigue acumulando Puntos de Batalla y vuelve por aquí cuando quieras.,배틀포인트를 모은 후 다시 와 주세요!,バトルポイントを　ためて また　おこしくださいね！
Yes,Oui,Sì,Ja,Sí,예,はい
No,Non,No,Nein,No,아니요,いいえ
Info,En savoir plus,Info,Info,Información,설명을 듣는다,せつめいをきく
[~ 88],[~ 88],[~ 88],[~ 88],[~ 88],[~ 88],[~ 88]
[~ 89],[~ 89],[~ 89],[~ 89],[~ 89],[~ 89],[~ 89]
Wouldn’t you like some fragrant incense?,Souhaiteriez-vous acquérir l’un de nos délicieux encens ?,Aromi fragranti! Aggiungi una nota profumata alla vita di tutti i giorni!,Wie wäre es mit etwas wohlriechendem Rauch?,Al rico incienso fragante que ofrezco a todo viandante... ¿Te interesa un poco?,향기가 좋은 향로는 어떠세요?,いい　かおりの おこうは　いかがですか？
Please come again.,J’espère vous revoir.,Arrivederci!,"Ich hoffe, du schaust bald mal wieder vorbei!",Hasta la próxima.,또 찾아주세요,また　いらしてくださいね
Is there anything else I can help you with?,Désirez-vous autre chose ?,C’è nient’altro che posso fare per te?,Noch etwas?,¿Deseas alguna cosa más?,그 밖에 뭔가 필요한가요?,ほかにも　なにか　ありますか？
"[VAR ITEMPLUR1][VAR ITEM2(0000)], then. And how many would you like?",Combien en désirez-vous ?,"[VAR ITEM2(0000)], hai detto? Quante confezioni vuoi?",[VAR ITEM2(0000)] also. Wie viele Exemplare möchtest du kaufen?,"Así que [VAR ITEM2(0000)], ¿eh? ¿Cuántos paquetitos quieres?",[VAR ITEM2(0000)][VAR 1900(0006)]군요 몇 개 구매하시겠습니까?,[VAR ITEM2(0000)]ですね いくつ　おもとめに　なりますか？
"So [VAR NUM2(0001)] [VAR ITEM2(0000)]... Your total comes to $[VAR NUM7(0002,002C)], OK?","[VAR NUM2(0001)] [VAR ITEM2(0000)] ? Cela fera [VAR NUM7(0002,E07F)] $.","Allora... [VAR NUM2(0001)] [VAR ITEM2(0000)]... Fanno [VAR NUM7(0002,002E)] $. Va bene?","[VAR NUM2(0001)] [VAR ITEM2(0000)] kostet [VAR NUM7(0002,002E)] $. Schlägst du zu?","Pues [VAR NUM2(0001)] [VAR ITEM2(0000)] te saldrá[VAR NUMBRNCH(0001,0100)]n por [VAR NUM7(0002,E07F)] $.","[VAR ITEM2(0000)][VAR 1900(0001)] [VAR NUM2(0001)]개에 [VAR NUM7(0002,0000)]원입니다","[VAR ITEM2(0000)]は [VAR NUM2(0001)]コで　[VAR NUM7(0002,0000)]円に　なります"
"So that’s [VAR NUM2(0001)] [VAR ITEMPLUR1][VAR ITEM2(0000)]... Your total comes to $[VAR NUM7(0002,002C)], OK?","[VAR NUM2(0001)] [VAR ITEM2(0000)] ? Cela fera [VAR NUM7(0002,E07F)] $.","Allora... [VAR NUM2(0001)] [VAR ITEM2(0000)]... Fanno [VAR NUM7(0002,002E)] $. Va bene?","[VAR NUM2(0001)] [VAR ITEMPLUR1][VAR ITEM2(0000)] kosten [VAR NUM7(0002,002E)] $. Schlägst du zu?","Pues [VAR NUM2(0001)] [VAR ITEM2(0000)] te saldrá[VAR NUMBRNCH(0001,0100)]n por [VAR NUM7(0002,E07F)] $.","[VAR ITEM2(0000)][VAR 1900(0001)] [VAR NUM2(0001)]개에 [VAR NUM7(0002,0000)]원입니다","[VAR ITEM2(0000)]は [VAR NUM2(0001)]コで　[VAR NUM7(0002,0000)]円に　なります"
And here you are. Thank you for shopping with us!,Et voici ! Merci de votre visite !,Ecco a te! Grazie mille!,"Hier, bitte schön! Danke für deinen Einkauf!",Pues aquí tienes. ¡Muchas gracias!,네 여기 있습니다! 감사합니다,はい　どうぞ！ ありがとうございます
