en,fr,it,de,es,ko,kana
POKÉMON LEAGUE CHAMPION,Maître de la Ligue,Campione della Lega Pokémon,Champ der Pokémon Liga,Campeón de la Liga Pokémon,POKÉMON LEAGUE CHAMPION,POKÉMON LEAGUE CHAMPION
VS,VS,VS,VS.,VS,VS,ＶＳ
Roxanne,Roxanne,Petra,Felizia,Petra,원규,ツツジ
Brawly,Bastien,Rudi,Kamillo,Marcial,철구,トウキ
Wattson,Voltère,Walter,Walter,Erico,암페어,テッセン
Flannery,Adriane,Fiammetta,Flavia,Candela,민지,アスナ
Norman,Norman,Norman,Norman,Norman,종길,センリ
Winona,Alizée,Alice,Wibke,Alana,은송,ナギ
Liza and Tate,Lévy & Tatia,Tell e Pat,Ben & Svenja,Vito y Leti,풍&란,フウとラン
Wallace,Marc,Adriano,Wassili,Plubio,윤진,ミクリ
Hall of Fame,Bienvenue au Panthéon !,Eccoti nella Sala d’Onore!,Glückwunsch zum Einzug in die Ruhmeshalle!,¡Enhorabuena por entrar en el Hall de la Fama!,전당등록을 축하합니다!,でんどういり　おめでとう！
Congratulations!,Bravo !,Congratulazioni!,Glückwunsch!,¡Felicidades!,축하합니다!,おめでとう！
Congratulations on becoming Pokémon League Champion!,Félicitations au nouveau Maître de la Ligue !,Campione della Lega Pokémon! Congratulazioni!,Glückwunsch! Du bist der Champ der Pokémon Liga!,¡Enhorabuena por convertirte en Campeón de la Liga Pokémon!,포켓몬리그 챔피언을 축하합니다!,ポケモンリーグ　チャンピオン　おめでとう！
Congratulations on becoming Pokémon League Champion!,Félicitations au nouveau Maître de la Ligue !,Campionessa della Lega Pokémon! Congratulazioni!,Glückwunsch! Du bist der Champ der Pokémon Liga!,¡Enhorabuena por convertirte en Campeona de la Liga Pokémon!,포켓몬리그 챔피언을 축하합니다!,ポケモンリーグ　チャンピオン　おめでとう！
PRESS START,APPUYEZ SUR START,PREMI START,DRÜCKE START,PULSA START,PUSH START BUTTON,PUSH START BUTTON
Battle Time:,Combat :,Tempo lotta:,Zeitlimit:,T. combate:,Game Set,Game Set
Command Time:,Commande :,Tempo turno:,Eingabezeit:,T. turno:,Command Time,Command Time
Talent Round: Start!,Jury des Démonstrations : C’est parti !,Valutazione esibizione... Via!,Kunststücksrunde: Los geht’s!,Inicio de la Valoración de la Exhibición,어필심사 시작,アピールしんさ　かいし
Talent Round: Complete!,Jury des Démonstrations : C’est fini…,Valutazione esibizione... Fine!,Kunststücksrunde: Das war’s!,Fin de la Valoración de la Exhibición,어필심사 종료,アピールしんさ　おわり
Normal Rank,Niveau Normal,Livello Normale,Normal-Rang,Nivel Normal,노말랭크,ノーマルランク
Super Rank,Niveau Super,Livello Super,Super-Rang,Nivel Alto,슈퍼랭크,スーパーランク
Hyper Rank,Niveau Hyper,Livello Iper,Hyper-Rang,Nivel Avanzado,하이퍼랭크,ハイパーランク
Master Rank,Niveau Master,Livello Master,Meister-Rang,Nivel Maestro,마스터랭크,マスターランク
[~ 122],[~ 122],[~ 122],[~ 122],[~ 122],[~ 122],[~ 122]
[~ 123],[~ 123],[~ 123],[~ 123],[~ 123],[~ 123],[~ 123]
[~ 124],[~ 124],[~ 124],[~ 124],[~ 124],[~ 124],[~ 124]
[~ 125],[~ 125],[~ 125],[~ 125],[~ 125],[~ 125],[~ 125]
[~ 126],[~ 126],[~ 126],[~ 126],[~ 126],[~ 126],[~ 126]
CONGRATULATIONS!,Bravo !!!,Congratulazioni!,Glückwunsch!,¡Bien hecho!,축하합니다!!,おめでとう!!
RESULTS,Résultats,RISULTATI,Auswertung,Resultados,결과 발표,けっかはっぴょう
COOL,S.-froid,CLASSE,Coolness,Carisma,근사함,かっこよさ
BEAUTIFUL,Beauté,BELLEZZA,Schönh.,Belleza,아름다움,うつくしさ
CUTE,Grâce,GRAZIA,Putzigk.,Dulzura,귀여움,かわいさ
CLEVER,Intell.,ACUME,Klugheit,Ingenio,슬기로움,かしこさ
TOUGH,Robust.,GRINTA,Stärke,Dureza,강인함,たくましさ
[~ 134],[~ 134],[~ 134],[~ 134],[~ 134],[~ 134],[~ 134]
[~ 135],[~ 135],[~ 135],[~ 135],[~ 135],[~ 135],[~ 135]
[~ 136],[~ 136],[~ 136],[~ 136],[~ 136],[~ 136],[~ 136]
[~ 137],[~ 137],[~ 137],[~ 137],[~ 137],[~ 137],[~ 137]
[~ 138],[~ 138],[~ 138],[~ 138],[~ 138],[~ 138],[~ 138]
AreaNav,Navi-Map,NaviMappa,Karten-Navi,CartoNav,맵 내비,マップナビ
PlayNav,Navi-Fun,NaviSvago,Spiel-Navi,DiverNav,플레이내비,プレイナビ
BuzzNav,Navi-Show,NaviTalk,Video-Navi,VideoNav,TV 내비,テレビナビ
DexNav,Navi-Dex,NaviDex,Pokédex-Navi,DexNav,도감 내비,ずかんナビ
Places,Carte,Mappa,Karte,Mapa,타운맵,マップ
Pokémon,Biotopes,Pokémon,Pokémon,Pokémon,분포,ぶんぷ
Trainers,Registre,Allenatori,Trainer,Entren.,트레이너 아이,トレーナーアイ
Bases,Bases,Basi,Basen,Bases,비밀기지,ひみつきち
Berries,Baies,Bacche,Beeren,Cultivos,나무열매,きのみ
Elite Four,Conseil 4,Superquattro,Top Vier,Alto Mando,the big four,the big four
COOLNESS CONTEST,Concours Sang-froid,Gara di Classe,Coolnesswettbewerb,Concurso de Carisma,근사함 콘테스트,かっこよさ コンテスト
BEAUTY CONTEST,Concours Beauté,Gara di Bellezza,Schönheitswettbewerb,Concurso de Belleza,아름다움 콘테스트,うつくしさ コンテスト
CUTENESS CONTEST,Concours Grâce,Gara di Grazia,Putzigkeitswettbewerb,Concurso de Dulzura,귀여움 콘테스트,かわいさ コンテスト
CLEVERNESS CONTEST,Concours Intelligence,Gara di Acume,Klugheitswettbewerb,Concurso de Ingenio,슬기로움 콘테스트,かしこさ コンテスト
TOUGHNESS CONTEST,Concours Robustesse,Gara di Grinta,Stärkewettbewerb,Concurso de Dureza,강인함 콘테스트,たくましさ コンテスト
