en,fr,it,de,es,ko,kana
Mouse Pokémon,Pokémon Souris,Pokémon Topo,Maus-Pokémon,Pokémon Ratón,쥐포켓몬,ねずみポケモン
Poison Pin Pokémon,Pokémon Vénépic,Pokémon Velenago,Giftdorn-Pokémon,Pokémon Pin Veneno,독침포켓몬,どくばりポケモン
Poison Pin Pokémon,Pokémon Vénépic,Pokémon Velenago,Giftdorn-Pokémon,Pokémon Pin Veneno,독침포켓몬,どくばりポケモン
Drill Pokémon,Pokémon Perceur,Pokémon Trapano,Bohrer-Pokémon,Pokémon Taladro,드릴포켓몬,ドリルポケモン
Poison Pin Pokémon,Pokémon Vénépic,Pokémon Velenago,Giftdorn-Pokémon,Pokémon Pin Veneno,독침포켓몬,どくばりポケモン
Poison Pin Pokémon,Pokémon Vénépic,Pokémon Velenago,Giftdorn-Pokémon,Pokémon Pin Veneno,독침포켓몬,どくばりポケモン
Drill Pokémon,Pokémon Perceur,Pokémon Trapano,Bohrer-Pokémon,Pokémon Taladro,드릴포켓몬,ドリルポケモン
Fairy Pokémon,Pokémon Fée,Pokémon Fata,Feen-Pokémon,Pokémon Hada,요정포켓몬,ようせいポケモン
Fairy Pokémon,Pokémon Fée,Pokémon Fata,Feen-Pokémon,Pokémon Hada,요정포켓몬,ようせいポケモン
Fox Pokémon,Pokémon Renard,Pokémon Volpe,Fuchs-Pokémon,Pokémon Zorro,여우포켓몬,きつねポケモン
Fox Pokémon,Pokémon Renard,Pokémon Volpe,Fuchs-Pokémon,Pokémon Zorro,여우포켓몬,きつねポケモン
Balloon Pokémon,Pokémon Bouboule,Pokémon Pallone,Ballon-Pokémon,Pokémon Globo,풍선포켓몬,ふうせんポケモン
Balloon Pokémon,Pokémon Bouboule,Pokémon Pallone,Ballon-Pokémon,Pokémon Globo,풍선포켓몬,ふうせんポケモン
Bat Pokémon,Pokémon Chovsouris,Pokémon Pipistrello,Fledermaus-Pokémon,Pokémon Murciélago,박쥐포켓몬,こうもりポケモン
Bat Pokémon,Pokémon Chovsouris,Pokémon Pipistrello,Fledermaus-Pokémon,Pokémon Murciélago,박쥐포켓몬,こうもりポケモン
Weed Pokémon,Pokémon Racine,Pokémon Malerba,Unkraut-Pokémon,Pokémon Hierbajo,잡초포켓몬,ざっそうポケモン
Weed Pokémon,Pokémon Racine,Pokémon Malerba,Unkraut-Pokémon,Pokémon Hierbajo,잡초포켓몬,ざっそうポケモン
Flower Pokémon,Pokémon Fleur,Pokémon Fiore,Blumen-Pokémon,Pokémon Flor,꽃포켓몬,フラワーポケモン
Mushroom Pokémon,Pokémon Champignon,Pokémon Fungo,Pilz-Pokémon,Pokémon Hongo,버섯포켓몬,きのこポケモン
Mushroom Pokémon,Pokémon Champignon,Pokémon Fungo,Pilz-Pokémon,Pokémon Hongo,버섯포켓몬,きのこポケモン
Insect Pokémon,Pokémon Vermine,Pokémon Insetto,Insekten-Pokémon,Pokémon Insecto,곤충포켓몬,こんちゅうポケモン
Poison Moth Pokémon,Pokémon Papipoison,Pokémon Velentarma,Giftmotten-Pokémon,Pokémon Polilla Venenosa,독나방포켓몬,どくがポケモン
Mole Pokémon,Pokémon Taupe,Pokémon Talpa,Maulwurf-Pokémon,Pokémon Topo,두더지포켓몬,もぐらポケモン
Mole Pokémon,Pokémon Taupe,Pokémon Talpa,Maulwurf-Pokémon,Pokémon Topo,두더지포켓몬,もぐらポケモン
Scratch Cat Pokémon,Pokémon Chadégout,Pokémon Graffimiao,Katzen-Pokémon,Pokémon Gato Araña,요괴고양이포켓몬,ばけねこポケモン
Classy Cat Pokémon,Pokémon Chadeville,Pokémon Nobilgatto,Rassekatzen-Pokémon,Pokémon Gato Fino,샴고양이포켓몬,シャムネコポケモン
Duck Pokémon,Pokémon Canard,Pokémon Papero,Enten-Pokémon,Pokémon Pato,오리포켓몬,あひるポケモン
Duck Pokémon,Pokémon Canard,Pokémon Papero,Enten-Pokémon,Pokémon Pato,오리포켓몬,あひるポケモン
Pig Monkey Pokémon,Pokémon Porsinge,Pokémon Suinpanzé,Schwein/Affen-Pokémon,Pokémon Mono Cerdo,돈숭이포켓몬,ぶたざるポケモン
Pig Monkey Pokémon,Pokémon Porsinge,Pokémon Suinpanzé,Schwein/Affen-Pokémon,Pokémon Mono Cerdo,돈숭이포켓몬,ぶたざるポケモン
Puppy Pokémon,Pokémon Chiot,Pokémon Cagnolino,Welpen-Pokémon,Pokémon Perrito,강아지포켓몬,こいぬポケモン
Legendary Pokémon,Pokémon Légendaire,Pokémon Leggenda,Legendär-Pokémon,Pokémon Leyenda,전설포켓몬,でんせつポケモン
Tadpole Pokémon,Pokémon Têtard,Pokémon Girino,Kaulquappen-Pokémon,Pokémon Renacuajo,올챙이포켓몬,おたまポケモン
Tadpole Pokémon,Pokémon Têtard,Pokémon Girino,Kaulquappen-Pokémon,Pokémon Renacuajo,올챙이포켓몬,おたまポケモン
Tadpole Pokémon,Pokémon Têtard,Pokémon Girino,Kaulquappen-Pokémon,Pokémon Renacuajo,올챙이포켓몬,おたまポケモン
Psi Pokémon,Pokémon Psy,Pokémon Psico,Psi-Pokémon,Pokémon Psi,초능력포켓몬,ねんりきポケモン
Psi Pokémon,Pokémon Psy,Pokémon Psico,Psi-Pokémon,Pokémon Psi,초능력포켓몬,ねんりきポケモン
Psi Pokémon,Pokémon Psy,Pokémon Psico,Psi-Pokémon,Pokémon Psi,초능력포켓몬,ねんりきポケモン
Superpower Pokémon,Pokémon Colosse,Pokémon Megaforza,Kraftprotz-Pokémon,Pokémon Superpoder,괴력포켓몬,かいりきポケモン
Superpower Pokémon,Pokémon Colosse,Pokémon Megaforza,Kraftprotz-Pokémon,Pokémon Superpoder,괴력포켓몬,かいりきポケモン
Superpower Pokémon,Pokémon Colosse,Pokémon Megaforza,Kraftprotz-Pokémon,Pokémon Superpoder,괴력포켓몬,かいりきポケモン
Flower Pokémon,Pokémon Fleur,Pokémon Fiore,Blumen-Pokémon,Pokémon Flor,꽃포켓몬,フラワーポケモン
Flycatcher Pokémon,Pokémon Carnivore,Pokémon Moschivoro,Fliegentod-Pokémon,Pokémon Matamoscas,파리잡이포켓몬,ハエとりポケモン
Flycatcher Pokémon,Pokémon Carnivore,Pokémon Moschivoro,Fliegentod-Pokémon,Pokémon Matamoscas,파리잡이포켓몬,ハエとりポケモン
Jellyfish Pokémon,Pokémon Mollusque,Pokémon Medusa,Quallen-Pokémon,Pokémon Medusa,해파리포켓몬,くらげポケモン
Jellyfish Pokémon,Pokémon Mollusque,Pokémon Medusa,Quallen-Pokémon,Pokémon Medusa,해파리포켓몬,くらげポケモン
Rock Pokémon,Pokémon Roche,Pokémon Roccia,Gesteins-Pokémon,Pokémon Roca,암석포켓몬,がんせきポケモン
Rock Pokémon,Pokémon Roche,Pokémon Roccia,Gesteins-Pokémon,Pokémon Roca,암석포켓몬,がんせきポケモン
Megaton Pokémon,Pokémon Titanesque,Pokémon Megatone,Urgesteins-Pokémon,Pokémon Megatón,메가톤포켓몬,メガトンポケモン
Fire Horse Pokémon,Pokémon Cheval Feu,Pokémon Cavalfuoco,Feuerpferd-Pokémon,Pokémon Caballo Fuego,불의말포켓몬,ひのうまポケモン
Fire Horse Pokémon,Pokémon Cheval Feu,Pokémon Cavalfuoco,Feuerpferd-Pokémon,Pokémon Caballo Fuego,불의말포켓몬,ひのうまポケモン
Dopey Pokémon,Pokémon Crétin,Pokémon Ronfone,Schnarcher-Pokémon,Pokémon Atontado,얼간이포켓몬,まぬけポケモン
Hermit Crab Pokémon,Pokémon Symbiose,Pokémon Paguro,Symbiose-Pokémon,Pokémon Ermitaño,기생포켓몬,やどかりポケモン
Magnet Pokémon,Pokémon Magnétique,Pokémon Calamita,Magnet-Pokémon,Pokémon Imán,자석포켓몬,じしゃくポケモン
Magnet Pokémon,Pokémon Magnétique,Pokémon Calamita,Magnet-Pokémon,Pokémon Imán,자석포켓몬,じしゃくポケモン
Wild Duck Pokémon,Pokémon Canard Fou,Pokémon Selvanatra,Wildenten-Pokémon,Pokémon Pato Salvaje,청둥오리포켓몬,かるがもポケモン
Twin Bird Pokémon,Pokémon Duoiseau,Pokémon Biuccello,Duovogel-Pokémon,Pokémon Ave Gemela,쌍둥이새포켓몬,ふたごどりポケモン
Triple Bird Pokémon,Pokémon Trioiseau,Pokémon Triuccello,Trivogel-Pokémon,Pokémon Ave Triple,세쌍둥이새포켓몬,みつごどりポケモン
Sea Lion Pokémon,Pokémon Otarie,Pokémon Otaria,Seehund-Pokémon,Pokémon León Marino,강치포켓몬,あしかポケモン
Sea Lion Pokémon,Pokémon Otarie,Pokémon Otaria,Seehund-Pokémon,Pokémon León Marino,강치포켓몬,あしかポケモン
Sludge Pokémon,Pokémon Dégueu,Pokémon Melma,Schlamm-Pokémon,Pokémon Lodo,진흙포켓몬,ヘドロポケモン
Sludge Pokémon,Pokémon Dégueu,Pokémon Melma,Schlamm-Pokémon,Pokémon Lodo,진흙포켓몬,ヘドロポケモン
Bivalve Pokémon,Pokémon Bivalve,Pokémon Bivalve,Muschel-Pokémon,Pokémon Bivalvo,두조개포켓몬,２まいがいポケモン
Bivalve Pokémon,Pokémon Bivalve,Pokémon Bivalve,Muschel-Pokémon,Pokémon Bivalvo,두조개포켓몬,２まいがいポケモン
Gas Pokémon,Pokémon Gaz,Pokémon Gas,Gas-Pokémon,Pokémon Gas,가스포켓몬,ガスじょうポケモン
Gas Pokémon,Pokémon Gaz,Pokémon Gas,Gas-Pokémon,Pokémon Gas,가스포켓몬,ガスじょうポケモン
Shadow Pokémon,Pokémon Ombre,Pokémon Ombra,Schatten-Pokémon,Pokémon Sombra,그림자포켓몬,シャドーポケモン
Rock Snake Pokémon,Pokémon Serpenroc,Pokémon Serpesasso,Felsnatter-Pokémon,Pokémon Serpiente Roca,돌뱀포켓몬,いわへびポケモン
Hypnosis Pokémon,Pokémon Hypnose,Pokémon Ipnosi,Hypnose-Pokémon,Pokémon Hipnosis,최면포켓몬,さいみんポケモン
Hypnosis Pokémon,Pokémon Hypnose,Pokémon Ipnosi,Hypnose-Pokémon,Pokémon Hipnosis,최면포켓몬,さいみんポケモン
River Crab Pokémon,Pokémon Doux Crabe,Pokémon Granchio,Krabben-Pokémon,Pokémon Cangrejo,게포켓몬,さわがにポケモン
Pincer Pokémon,Pokémon Pince,Pokémon Chela,Kneifer-Pokémon,Pokémon Tenaza,집게포켓몬,はさみポケモン
Ball Pokémon,Pokémon Balle,Pokémon Ball,Ball-Pokémon,Pokémon Bola,볼포켓몬,ボールポケモン
Ball Pokémon,Pokémon Balle,Pokémon Ball,Ball-Pokémon,Pokémon Bola,볼포켓몬,ボールポケモン
Egg Pokémon,Pokémon Œuf,Pokémon Uovo,Ei-Pokémon,Pokémon Huevo,알포켓몬,たまごポケモン
Coconut Pokémon,Pokémon Fruitpalme,Pokémon Nocecocco,Palmfrucht-Pokémon,Pokémon Coco,야자열매포켓몬,やしのみポケモン
Lonely Pokémon,Pokémon Solitaire,Pokémon Solitario,Einsam-Pokémon,Pokémon Solitario,고독포켓몬,こどくポケモン
Bone Keeper Pokémon,Pokémon Gard’Os,Pokémon Guardaossi,Knochenfan-Pokémon,Pokémon Apilahueso,뼈다귀포켓몬,ほねずきポケモン
Kicking Pokémon,Pokémon Latteur,Pokémon Tiracalci,Kicker-Pokémon,Pokémon Patada,킥포켓몬,キックポケモン
Punching Pokémon,Pokémon Puncheur,Pokémon Tirapugni,Puncher-Pokémon,Pokémon Puñetazo,펀치포켓몬,パンチポケモン
Licking Pokémon,Pokémon Lécheur,Pokémon Linguaccia,Schlecker-Pokémon,Pokémon Lametazo,핥기포켓몬,なめまわしポケモン
Poison Gas Pokémon,Pokémon Gaz Mortel,Pokémon Velenuvola,Giftwolken-Pokémon,Pokémon Gas Venenoso,독가스포켓몬,どくガスポケモン
Poison Gas Pokémon,Pokémon Gaz Mortel,Pokémon Velenuvola,Giftwolken-Pokémon,Pokémon Gas Venenoso,독가스포켓몬,どくガスポケモン
Spikes Pokémon,Pokémon Piquant,Pokémon Punzoni,Stachler-Pokémon,Pokémon Clavos,뿔포켓몬,とげとげポケモン
Drill Pokémon,Pokémon Perceur,Pokémon Trapano,Bohrer-Pokémon,Pokémon Taladro,드릴포켓몬,ドリルポケモン
Egg Pokémon,Pokémon Œuf,Pokémon Uovo,Ei-Pokémon,Pokémon Huevo,알포켓몬,たまごポケモン
Vine Pokémon,Pokémon Vigne,Pokémon Liana,Ranken-Pokémon,Pokémon Enredadera,넝쿨포켓몬,ツルじょうポケモン
Parent Pokémon,Pokémon Maternel,Pokémon Genitore,Muttertier-Pokémon,Pokémon Maternal,가족포켓몬,おやこポケモン
Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón,드래곤포켓몬,ドラゴンポケモン
Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón,드래곤포켓몬,ドラゴンポケモン
Goldfish Pokémon,Pokémon Poisson,Pokémon Pescerosso,Goldfisch-Pokémon,Pokémon Pez Color,금붕어포켓몬,きんぎょポケモン
Goldfish Pokémon,Pokémon Poisson,Pokémon Pescerosso,Goldfisch-Pokémon,Pokémon Pez Color,금붕어포켓몬,きんぎょポケモン
Star Shape Pokémon,Pokémon Étoile,Pokémon Stella,Sternform-Pokémon,Pokémon Estrella,별포켓몬,ほしがたポケモン
Mysterious Pokémon,Pokémon Mystérieux,Pokémon Misterioso,Mysteriös-Pokémon,Pokémon Misterioso,수수께끼포켓몬,なぞのポケモン
Barrier Pokémon,Pokémon Bloqueur,Pokémon Barriera,Sperren-Pokémon,Pokémon Barrera,배리어포켓몬,バリアーポケモン
Mantis Pokémon,Pokémon Mante,Pokémon Mantide,Mantis-Pokémon,Pokémon Mantis,버마재비포켓몬,かまきりポケモン
Human Shape Pokémon,Pokémon Humanoïde,Pokémon Umanoide,Humanotyp-Pokémon,Pokémon Forma Humana,인간형태포켓몬,ひとがたポケモン
Electric Pokémon,Pokémon Électrique,Pokémon Elettrico,Elektro-Pokémon,Pokémon Eléctrico,전기포켓몬,でんげきポケモン
Spitfire Pokémon,Pokémon Crache-Feu,Pokémon Sputafuoco,Brenner-Pokémon,Pokémon Escupefuego,불뿜기포켓몬,ひふきポケモン
Stag Beetle Pokémon,Pokémon Scarabée,Pokémon Cervolante,Kneifkäfer-Pokémon,Pokémon Escarabajo,뿔집게포켓몬,くわがたポケモン
Wild Bull Pokémon,Pokémon Buffle,Pokémon Torobrado,Wildbullen-Pokémon,Pokémon Toro Bravo,성난소포켓몬,あばれうしポケモン
Fish Pokémon,Pokémon Poisson,Pokémon Pesce,Fisch-Pokémon,Pokémon Pez,물고기포켓몬,さかなポケモン
Atrocious Pokémon,Pokémon Terrifiant,Pokémon Atroce,Grausam-Pokémon,Pokémon Atrocidad,흉악포켓몬,きょうあくポケモン
Transport Pokémon,Pokémon Transport,Pokémon Trasporto,Transport-Pokémon,Pokémon Transporte,탈것포켓몬,のりものポケモン
Transform Pokémon,Pokémon Morphing,Pokémon Mutante,Transform-Pokémon,Pokémon Transformación,변신포켓몬,へんしんポケモン
Evolution Pokémon,Pokémon Évolutif,Pokémon Evoluzione,Evolutions-Pokémon,Pokémon Evolución,진화포켓몬,しんかポケモン
Bubble Jet Pokémon,Pokémon Bulleur,Pokémon Bollajet,Blubbblasen-Pokémon,Pokémon Burbuja,거품뿜기포켓몬,あわはきポケモン
Lightning Pokémon,Pokémon Orage,Pokémon Luminoso,Blitz-Pokémon,Pokémon Relámpago,번개포켓몬,かみなりポケモン
Flame Pokémon,Pokémon Flamme,Pokémon Fiamma,Feuer-Pokémon,Pokémon Llama,불꽃포켓몬,ほのおポケモン
Virtual Pokémon,Pokémon Virtuel,Pokémon Virtuale,Virtuell-Pokémon,Pokémon Virtual,가상포켓몬,バーチャルポケモン
Spiral Pokémon,Pokémon Spirale,Pokémon Spirale,Spiralen-Pokémon,Pokémon Espiral,소용돌이포켓몬,うずまきポケモン
Spiral Pokémon,Pokémon Spirale,Pokémon Spirale,Spiralen-Pokémon,Pokémon Espiral,소용돌이포켓몬,うずまきポケモン
Shellfish Pokémon,Pokémon Carapace,Pokémon Crostaceo,Schaltier-Pokémon,Pokémon Armazón,껍질포켓몬,こうらポケモン
Shellfish Pokémon,Pokémon Carapace,Pokémon Crostaceo,Schaltier-Pokémon,Pokémon Armazón,껍질포켓몬,こうらポケモン
Fossil Pokémon,Pokémon Fossile,Pokémon Fossile,Fossil-Pokémon,Pokémon Fósil,화석포켓몬,かせきポケモン
Sleeping Pokémon,Pokémon Pionceur,Pokémon Sonno,Tagträumer-Pokémon,Pokémon Dormir,졸음포켓몬,いねむりポケモン
Freeze Pokémon,Pokémon Glaciaire,Pokémon Gelo,Eis-Pokémon,Pokémon Congelar,냉동포켓몬,れいとうポケモン
Electric Pokémon,Pokémon Électrique,Pokémon Elettrico,Elektro-Pokémon,Pokémon Eléctrico,전기포켓몬,でんげきポケモン
Flame Pokémon,Pokémon Flamme,Pokémon Fiamma,Flammen-Pokémon,Pokémon Llama,화염포켓몬,かえんポケモン
Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón,드래곤포켓몬,ドラゴンポケモン
Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón,드래곤포켓몬,ドラゴンポケモン
Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón,드래곤포켓몬,ドラゴンポケモン
Genetic Pokémon,Pokémon Génétique,Pokémon Genetico,Genmutanten-Pokémon,Pokémon Genético,유전포켓몬,いでんしポケモン
New Species Pokémon,Pokémon Nouveau,Pokémon Novaspecie,Neue Art-Pokémon,Pokémon Nueva Especie,신종포켓몬,しんしゅポケモン
Leaf Pokémon,Pokémon Feuille,Pokémon Foglia,Laub-Pokémon,Pokémon Hoja,잎사귀포켓몬,はっぱポケモン
Leaf Pokémon,Pokémon Feuille,Pokémon Foglia,Laub-Pokémon,Pokémon Hoja,잎사귀포켓몬,はっぱポケモン
Herb Pokémon,Pokémon Herbe,Pokémon Erbe,Kräuter-Pokémon,Pokémon Hierba,허브포켓몬,ハーブポケモン
Fire Mouse Pokémon,Pokémon Souris Feu,Pokémon Fuocotopo,Feuermaus-Pokémon,Pokémon Ratón Fuego,불쥐포켓몬,ひねずみポケモン
Volcano Pokémon,Pokémon Volcan,Pokémon Vulcano,Vulkan-Pokémon,Pokémon Volcán,화산포켓몬,かざんポケモン
Volcano Pokémon,Pokémon Volcan,Pokémon Vulcano,Vulkan-Pokémon,Pokémon Volcán,화산포켓몬,かざんポケモン
Big Jaw Pokémon,Pokémon Mâchoire,Pokémon Mascellone,Großmaul-Pokémon,Pokémon Fauces,큰턱포켓몬,おおあごポケモン
Big Jaw Pokémon,Pokémon Mâchoire,Pokémon Mascellone,Großmaul-Pokémon,Pokémon Fauces,큰턱포켓몬,おおあごポケモン
Big Jaw Pokémon,Pokémon Mâchoire,Pokémon Mascellone,Großmaul-Pokémon,Pokémon Fauces,큰턱포켓몬,おおあごポケモン
Scout Pokémon,Pokémon Espion,Pokémon Esplorante,Späher-Pokémon,Pokémon Explorador,망보기포켓몬,みはりポケモン
Long Body Pokémon,Pokémon Allongé,Pokémon Lungocorpo,Langleib-Pokémon,Pokémon Alargado,긴몸통포켓몬,どうながポケモン
Owl Pokémon,Pokémon Hibou,Pokémon Gufo,Eulen-Pokémon,Pokémon Búho,부엉이포켓몬,ふくろうポケモン
Owl Pokémon,Pokémon Hibou,Pokémon Gufo,Eulen-Pokémon,Pokémon Búho,부엉이포켓몬,ふくろうポケモン
Five Star Pokémon,Pokémon 5 Étoiles,Pokémon Pentastra,Fünf-Punkt-Pokémon,Pokémon 5 Estrellas,별다섯포켓몬,いつつぼしポケモン
Five Star Pokémon,Pokémon 5 Étoiles,Pokémon Pentastra,Fünf-Punkt-Pokémon,Pokémon 5 Estrellas,별다섯포켓몬,いつつぼしポケモン
String Spit Pokémon,Pokémon Crache Fil,Pokémon Tela,Fadenwurf-Pokémon,Pokémon Escupehilo,실뿜기포켓몬,いとはきポケモン
Long Leg Pokémon,Pokémon Long-Patte,Pokémon Lungazampa,Langbein-Pokémon,Pokémon Pata Larga,롱다리포켓몬,あしながポケモン
Bat Pokémon,Pokémon Chovsouris,Pokémon Pipistrello,Fledermaus-Pokémon,Pokémon Murciélago,박쥐포켓몬,こうもりポケモン
Angler Pokémon,Pokémon Poisson,Pokémon Pescatore,Angler-Pokémon,Pokémon Rape,아귀포켓몬,あんこうポケモン
Light Pokémon,Pokémon Lumière,Pokémon Luce,Leuchten-Pokémon,Pokémon Luz,라이트포켓몬,ライトポケモン
Tiny Mouse Pokémon,Pokémon Minisouris,Pokémon Topino,Babymaus-Pokémon,Pokémon Ratoncito,아기쥐포켓몬,こねずみポケモン
Star Shape Pokémon,Pokémon Étoile,Pokémon Stella,Sternform-Pokémon,Pokémon Estrella,별포켓몬,ほしがたポケモン
Balloon Pokémon,Pokémon Bouboule,Pokémon Pallone,Ballon-Pokémon,Pokémon Globo,풍선포켓몬,ふうせんポケモン
Spike Ball Pokémon,Pokémon Balle Pic,Pokémon Pallapunte,Zackenball-Pokémon,Pokémon Bolaclavos,바늘알포켓몬,はりたまポケモン
Happiness Pokémon,Pokémon Bonheur,Pokémon Felicità,Freuden-Pokémon,Pokémon Felicidad,행복포켓몬,しあわせポケモン
Tiny Bird Pokémon,Pokémon Minoiseau,Pokémon Uccellino,Kleinvogel-Pokémon,Pokémon Pajarito,아기새포켓몬,ことりポケモン
Mystic Pokémon,Pokémon Mystique,Pokémon Magico,Mystik-Pokémon,Pokémon Místico,정령포켓몬,せいれいポケモン
Wool Pokémon,Pokémon Laine,Pokémon Lana,Wolle-Pokémon,Pokémon Lana,솜털포켓몬,わたげポケモン
Wool Pokémon,Pokémon Laine,Pokémon Lana,Wolle-Pokémon,Pokémon Lana,솜털포켓몬,わたげポケモン
Light Pokémon,Pokémon Lumière,Pokémon Luce,Leuchten-Pokémon,Pokémon Luz,라이트포켓몬,ライトポケモン
Flower Pokémon,Pokémon Fleur,Pokémon Fiore,Blumen-Pokémon,Pokémon Flor,꽃포켓몬,フラワーポケモン
Aqua Mouse Pokémon,Pokémon Aquasouris,Pokémon Acquatopo,Aquamaus-Pokémon,Pokémon Ratón Agua,물쥐포켓몬,みずねずみポケモン
Aqua Rabbit Pokémon,Pokémon Aqualapin,Pokémon Acquniglio,Aquahasen-Pokémon,Pokémon Conejo Agua,물토끼포켓몬,みずうさぎポケモン
Imitation Pokémon,Pokémon Imitation,Pokémon Imitazione,Imitations-Pokémon,Pokémon Imitación,흉내포켓몬,まねポケモン
Frog Pokémon,Pokémon Grenouille,Pokémon Rana,Frosch-Pokémon,Pokémon Rana,개구리포켓몬,かえるポケモン
Cottonweed Pokémon,Pokémon Pissenlit,Pokémon Gramigna,Löwenzahn-Pokémon,Pokémon Diente León,솜풀포켓몬,わたくさポケモン
Cottonweed Pokémon,Pokémon Pissenlit,Pokémon Gramigna,Löwenzahn-Pokémon,Pokémon Diente León,솜풀포켓몬,わたくさポケモン
Cottonweed Pokémon,Pokémon Pissenlit,Pokémon Gramigna,Löwenzahn-Pokémon,Pokémon Diente León,솜풀포켓몬,わたくさポケモン
Long Tail Pokémon,Pokémon Longqueue,Pokémon Lungacoda,Langschweif-Pokémon,Pokémon Cola Larga,긴꼬리포켓몬,おながポケモン
Seed Pokémon,Pokémon Graine,Pokémon Seme,Samen-Pokémon,Pokémon Semilla,씨앗포켓몬,たねポケモン
Sun Pokémon,Pokémon Soleil,Pokémon Sole,Sonnen-Pokémon,Pokémon Sol,태양포켓몬,たいようポケモン
Clear Wing Pokémon,Pokémon Translaile,Pokémon Alachiara,Libellen-Pokémon,Pokémon Ala Clara,얇은날개포켓몬,うすばねポケモン
