en,fr,it,de,es,ko,kana
Is [VAR 01C5(0000)]/[VAR 01C6(0001)] the correct date?,Votre date de naissance est le [VAR 01C6(0001)]/[VAR 01C5(0000)]. Voulez-vous la valider ?,La tua data di nascita è [VAR 01C6(0001)]/[VAR 01C5(0000)]?,Du hast also am [VAR 01C6(0001)].[VAR 01C5(0000)]. Geburtstag?,¿Naciste el [VAR 01C6(0001)] del [VAR 01C5(0000)]?,[VAR 01C5(0000)] [VAR 01C6(0001)] 이 날짜로 하겠습니까?,[VAR 01C5(0000)]　[VAR 01C6(0001)] この　ひにちで　よろしいですか？
Please enter the correct date.,Veuillez saisir une date valide.,Inserisci una data valida.,Bitte gib ein gültiges Datum ein.,Introduce la fecha correcta.,올바른 날짜를 입력해 주십시오,ただしい　ひにちを　にゅうりょく　してください
You can set an eight-digit Link Code.,Vous pouvez saisir un mot de passe à huit chiffres.,Puoi impostare una password di 8 cifre.,Du kannst ein achtstelliges Passwort eingeben.,Puedes crear un código de ocho dígitos.,8자리의 패스워드를 설정할 수 있습니다,８ケタの　パスワードを　せってい　できます
Please enter an eight-digit Link Code.,Veuillez saisir un mot de passe à huit chiffres.,Inserisci una password di 8 cifre.,Bitte gib ein achtstelliges Passwort ein.,Introduce un código de ocho dígitos.,8자리의 패스워드를 입력해 주십시오,８ケタの　パスワードを　いれてください
Please enter a competition ID.,Veuillez saisir un ID Compétition.,Inserisci l’ID gara.,Bitte gib eine Turnier-ID ein.,Introduce un ID de torneo.,대회 ID를 입력해 주십시오,たいかいの　ＩＤを　いれてください
Please enter your match ID.,Veuillez saisir un numéro de groupe de combat.,Inserisci l’ID gruppo lotta.,Bitte gib die Kampfgruppen-Nummer ein.,Introduce un número de grupo.,대전그룹번호를 입력해 주십시오,たいせんグループばんごうを　いれてください
Please enter the team ID of the team that you’d like to rent.,Veuillez saisir l’ID de l’équipe que vous souhaitez emprunter.,Inserisci l’ID della squadra che vuoi prendere in prestito.,Bitte gib die Team-ID des gewünschten Leihteams ein.,Introduce el ID del equipo que quieres tomar prestado.,렌탈할 팀 ID를 입력해 주십시오,レンタルしたい　チームＩＤを　いれてください
Please enter a Card Code.,Veuillez saisir un code carte.,Inserisci il codice.,Bitte gib einen Kartencode ein.,Introduce un código.,패스코드를 입력해 주십시오,パスコードを　にゅうりょくしてください
Please enter a competition name.,Veuillez saisir un nom pour la compétition.,Inserisci il nome della gara.,Bitte gib den Namen des Turniers ein.,Introduce un nombre para el torneo.,대회 이름을 입력해 주십시오,たいかいの　なまえを　いれてください
Please enter a subtitle of the competition.,Veuillez saisir un sous-titre pour la compétition.,Inserisci il sottotitolo della gara.,Bitte gib einen Untertitel für das Turnier ein.,Introduce un subtítulo para el torneo.,대회의 부제를 입력해 주십시오,たいかいの　サブタイトルを　いれてください
You can participate in the competition even if you don’t enter it.,L’ajout d’un sous-titre est facultatif.,Il sottotitolo è facoltativo.,Eine Turnierteilnahme ist auch ohne diese Eingabe möglich.,Puedes dejarlo en blanco.,입력하지 않아도 대회를 개최할 수 있습니다,いれなくても　たいかいは　かいさいできます
The number you enter can’t be longer than five digits.,Vous pouvez saisir cinq chiffres maximum.,Puoi usare al massimo cinque cifre.,Du kannst maximal fünf Ziffern eingeben.,Puedes introducir un máximo de cinco dígitos.,숫자는 5자리까지 입력할 수 있습니다,すうじは　５つまでに　してください
[~ 36],[~ 36],[~ 36],[~ 36],[~ 36],[~ 36],[~ 36]
Please enter a number between 1 and 12.,Veuillez saisir un chiffre entre 1 et 12.,Inserisci un numero da 1 a 12.,Bitte gib eine Zahl zwischen 1 und 12 ein.,Introduce un número del 1 al 12.,1부터 12까지의 숫자를 입력해 주십시오,１から１２までの すうじを　いれてください
Please enter a number between 1 and 31.,Veuillez saisir un chiffre entre 1 et 31.,Inserisci un numero da 1 a 31.,Bitte gib eine Zahl zwischen 1 und 31 ein.,Introduce un número del 1 al 31.,1부터 31까지의 숫자를 입력해 주십시오,１から３１までの すうじを　いれてください
Please enter a number between 1 and 30.,Veuillez saisir un chiffre entre 1 et 30.,Inserisci un numero da 1 a 30.,Bitte gib eine Zahl zwischen 1 und 30 ein.,Introduce un número del 1 al 30.,1부터 30까지의 숫자를 입력해 주십시오,１から３０までの すうじを　いれてください
Please enter a number between 1 and 29.,Veuillez saisir un chiffre entre 1 et 29.,Inserisci un numero da 1 a 29.,Bitte gib eine Zahl zwischen 1 und 29 ein.,Introduce un número del 1 al 29.,1부터 29까지의 숫자를 입력해 주십시오,１から２９　までの すうじを　いれてください
What you entered is not valid.,Les données saisies sont invalides.,I dati inseriti non sono validi.,Diese Eingabe ist ungültig.,La información introducida no es válida.,유효하지 않은 입력입니다,この　にゅうりょくは　むこう　です
