en,fr,it,de,es,ko,kana
Battle Maison,Maison de Combat,Villa Lotta,Kampfhaus,Mansión Batalla,배틀하우스,バトルハウス
"","","","","","",""
Azure Bay,Baie Azur,Baia Azzurra,Azurbucht,Bahía Azul,아쥐르만,アズールわん
"","","","","","",""
Dendemille Gate,Porte de La Frescale,Varco Frescovilla,Frescora-Tor,Acceso a Fresco,버들비게이트,フウジョゲート
"","","","","","",""
Couriway Gate,Porte de Mozheim,Varco Ponte Mosaico,Mosaia-Tor,Acceso a Mosaico,배롱게이트,レンリゲート
"","","","","","",""
Ambrette Gate,Porte de R. s/Gliffe,Varco Petroglifari,Petrophia-Tor,Acceso a Petroglifo,가라게이트,コウジンゲート
"","","","","","",""
Lumiose Gate,Porte d’Illumis,Varco Luminopoli,Illumina-Tor,Acceso a Luminalia,미르게이트,ミアレゲート
"","","","","","",""
Shalour Gate,Porte de Yantreizh,Varco Yantaropoli,Yantara-Tor,Acceso a Yantra,사라게이트,シャラゲート
"","","","","","",""
Coumarine Gate,Porte de P. Tempères,Varco Temperopoli,Tempera-Tor,Acceso a Témpera,비익게이트,ヒヨクゲート
"","","","","","",""
Laverre Gate,Porte de Romant,Varco Romantopoli,Romantia-Tor,Acceso a Romantis,후늬게이트,クノエゲート
"","","","","","",""
Anistar Gate,Porte de Flusselles,Varco Fluxopoli,Fluxia-Tor,Acceso a Fluxus,향전게이트,ヒャッコクゲート
"","","","","","",""
Snowbelle Gate,Porte d’Auffrac,Varco Fractalopoli,Fractalia-Tor,Acceso a Fractal,이설게이트,エイセツゲート
"","","","","","",""
Glittering Cave,Grotte Étincelante,Grotta dei Bagliori,Leuchthöhle,Cueva Brillante,반짝임의 동굴,かがやきのどうくつ
"","","","","","",""
Connecting Cave,Cave Connecterre,Grotta Trait d’Union,Geolinkhöhle,Gruta Tierraunida,땅이음의 동굴,じつなぎのどうけつ
Zubat Roost,Antre Nosferapti,Tana degli Zubat,Zubat-Nest,Escondrijo Zubat,주뱃들의 소굴,ズバットたちのすみか
Kalos Power Plant,Centrale de Kalos,Centrale di Kalos,Kalos-Kraftwerk,Central de Kalos,칼로스발전소,カロスはつでんしょ
"","","","","","",""
Team Flare Secret HQ,Repaire Team Flare,Covo del Team Flare,Flare-Geheimbasis,Guarida Team Flare,플레어단 비밀기지,フレアだんひみつきち
"","","","","","",""
Terminus Cave,Grotte Coda,Grotta Climax,Omega-Höhle,Cueva Desenlace,끝의 동굴,ついのどうくつ
"","","","","","",""
Lost Hotel,Hôtel Désolation,Albergo Diroccato,Hotelruine,Hotel Desolación,황폐해진 호텔,あれはてホテル
"","","","","","",""
Chamber of Emptiness,Chambre Néant,Stanza Vacua,Kammer der Leere,Estancia Vacua,공허의 방,うつろのま
"","","","","","",""
Sea Spirit’s Den,Antre Néréen,Antro Talassico,Meerestitanenhöhle,Cueva Talasia,해신의 굴,わだつみのあな
"","","","","","",""
Friend Safari,Safari des Amis,Safari Amici,Kontaktsafari,Safari Amistad,프렌드사파리,フレンドサファリ
"","","","","","",""
Blazing Chamber,Chambre du Brasier,Sala delle Fiamme,Flammen-Saal,Sala de las Llamas,화염의 방,かえんのま
"","","","","","",""
Flood Chamber,Chambre du Barrage,Sala delle Chiuse,Schleusen-Saal,Sala de la Esclusa,수문의 방,すいもんのま
"","","","","","",""
Ironworks Chamber,Chambre de l’Alliage,Sala del Metallo,Rüstungs-Saal,Sala del Metal,무쇠의 방,こうてつのま
"","","","","","",""
Dragonmark Chamber,Chambre de la Guivre,Sala del Dragone,Draco-Saal,Sala del Draco,용문양의 방,りゅうしょうのま
"","","","","","",""
Radiant Chamber,Chambre de l’Éclat,Sala della Luce,Licht-Saal,Sala de la Luz,빛의 방,ひかりのま
"","","","","","",""
Pokémon League Gate,Porte de la Ligue,Varco Lega Pokémon,Tor zur Pokémon Liga,Acceso Liga Pokémon,포켓몬리그 게이트,ポケモンリーグゲート
"","","","","","",""
Lumiose Station,Gare d’Illumis,Stazione Luminopoli,Bahnhof von Illumina,Estación Luminalia,미르 스테이션,ミアレステーション
"","","","","","",""
Kiloude Station,Gare de Batisques,Stazione Batikopoli,Bahnhof von Batika,Estación Batik,기남 스테이션,キナンステーション
"","","","","","",""
Ambrette Aquarium,Aquarium R. s/Gliffe,Acquario,Petrophia-Aquarium,Acuario Petroglifo,가라 수족관,コウジンすいぞくかん
"","","","","","",""
Unknown Dungeon,Grotte Inconnue,Grotta Ignota,Geheimdungeon,Mazmorra Rara,이름없는 동굴,ななしのどうくつ
"","","","","","",""
Littleroot Town,Bourg-en-Vol,Albanova,Wurzelheim,Villa Raíz,미로마을,ミシロタウン
"","","","","","",""
Oldale Town,Rosyères,Solarosa,Rosaltstadt,Pueblo Escaso,고도마을,コトキタウン
"","","","","","",""
Dewford Town,Myokara,Bluruvia,Faustauhaven,Pueblo Azuliza,무로마을,ムロタウン
"","","","","","",""
Lavaridge Town,Vermilava,Cuordilava,Bad Lavastadt,Pueblo Lavacalda,용암마을,フエンタウン
"","","","","","",""
Fallarbor Town,Autéquia,Brunifoglia,Laubwechselfeld,Pueblo Pardal,단풍마을,ハジツゲタウン
"","","","","","",""
Verdanturf Town,Vergazon,Mentania,Wiesenflur,Pueblo Verdegal,잔디마을,シダケタウン
"","","","","","",""
Pacifidlog Town,Pacifiville,Orocea,Floßbrunn,Pueblo Oromar,황금마을,キナギタウン
"","","","","","",""
Petalburg City,Clémenti-Ville,Petalipoli,Blütenburg City,Ciudad Petalia,등화도시,トウカシティ
"","","","","","",""
Slateport City,Poivressel,Porto Selcepoli,Graphitport City,Ciudad Portual,잿빛도시,カイナシティ
"","","","","","",""
Mauville City,Lavandia,Ciclamipoli,Malvenfroh City,Ciudad Malvalona,보라시티,キンセツシティ
"","","","","","",""
Rustboro City,Mérouville,Ferrugipoli,Metarost City,Ciudad Férrica,금탄도시,カナズミシティ
"","","","","","",""
Fortree City,Cimetronelle,Forestopoli,Baumhausen City,Ciudad Arborada,검방울시티,ヒワマキシティ
"","","","","","",""
Lilycove City,Nénucrique,Porto Alghepoli,Seegrasulb City,Ciudad Calagua,해안시티,ミナモシティ
"","","","","","",""
Mossdeep City,Algatia,Verdeazzupoli,Moosbach City,Ciudad Algaria,이끼시티,トクサネシティ
"","","","","","",""
Sootopolis City,Atalanopolis,Ceneride,Xeneroville,Arrecípolis,루네시티,ルネシティ
"","","","","","",""
Ever Grande City,Éternara,Iridopoli,Prachtpolis City,Ciudad Colosalia,그랜드시티,サイユウシティ
"","","","","","",""
Pokémon League,Ligue Pokémon,Lega Pokémon,Pokémon Liga,Liga Pokémon,포켓몬리그,ポケモンリーグ
"","","","","","",""
Route 101,Route 101,Percorso 101,Route 101,Ruta 101,101번도로,１０１ばんどうろ
"","","","","","",""
Route 102,Route 102,Percorso 102,Route 102,Ruta 102,102번도로,１０２ばんどうろ
"","","","","","",""
Route 103,Route 103,Percorso 103,Route 103,Ruta 103,103번도로,１０３ばんどうろ
"","","","","","",""
Route 104,Route 104,Percorso 104,Route 104,Ruta 104,104번도로,１０４ばんどうろ
"","","","","","",""
Route 105,Chenal 105,Percorso 105,Route 105,Ruta 105,105번수로,１０５ばんすいどう
"","","","","","",""
Route 106,Chenal 106,Percorso 106,Route 106,Ruta 106,106번수로,１０６ばんすいどう
"","","","","","",""
Route 107,Chenal 107,Percorso 107,Route 107,Ruta 107,107번수로,１０７ばんすいどう
"","","","","","",""
Route 108,Chenal 108,Percorso 108,Route 108,Ruta 108,108번수로,１０８ばんすいどう
"","","","","","",""
Route 109,Chenal 109,Percorso 109,Route 109,Ruta 109,109번수로,１０９ばんすいどう
"","","","","","",""
Route 110,Route 110,Percorso 110,Route 110,Ruta 110,110번도로,１１０ばんどうろ
"","","","","","",""
Route 111,Route 111,Percorso 111,Route 111,Ruta 111,111번도로,１１１ばんどうろ
"","","","","","",""
Route 112,Route 112,Percorso 112,Route 112,Ruta 112,112번도로,１１２ばんどうろ
"","","","","","",""
Route 113,Route 113,Percorso 113,Route 113,Ruta 113,113번도로,１１３ばんどうろ
"","","","","","",""
Route 114,Route 114,Percorso 114,Route 114,Ruta 114,114번도로,１１４ばんどうろ
"","","","","","",""
Route 115,Route 115,Percorso 115,Route 115,Ruta 115,115번도로,１１５ばんどうろ
"","","","","","",""
Route 116,Route 116,Percorso 116,Route 116,Ruta 116,116번도로,１１６ばんどうろ
"","","","","","",""
Route 117,Route 117,Percorso 117,Route 117,Ruta 117,117번도로,１１７ばんどうろ
"","","","","","",""
Route 118,Route 118,Percorso 118,Route 118,Ruta 118,118번도로,１１８ばんどうろ
"","","","","","",""
Route 119,Route 119,Percorso 119,Route 119,Ruta 119,119번도로,１１９ばんどうろ
"","","","","","",""
Route 120,Route 120,Percorso 120,Route 120,Ruta 120,120번도로,１２０ばんどうろ
"","","","","","",""
Route 121,Route 121,Percorso 121,Route 121,Ruta 121,121번도로,１２１ばんどうろ
"","","","","","",""
Route 122,Chenal 122,Percorso 122,Route 122,Ruta 122,122번수로,１２２ばんすいどう
"","","","","","",""
Route 123,Route 123,Percorso 123,Route 123,Ruta 123,123번도로,１２３ばんどうろ
"","","","","","",""
Route 124,Chenal 124,Percorso 124,Route 124,Ruta 124,124번수로,１２４ばんすいどう
"","","","","","",""
Route 125,Chenal 125,Percorso 125,Route 125,Ruta 125,125번수로,１２５ばんすいどう
"","","","","","",""
Route 126,Chenal 126,Percorso 126,Route 126,Ruta 126,126번수로,１２６ばんすいどう
"","","","","","",""
Route 127,Chenal 127,Percorso 127,Route 127,Ruta 127,127번수로,１２７ばんすいどう
"","","","","","",""
Route 128,Chenal 128,Percorso 128,Route 128,Ruta 128,128번수로,１２８ばんすいどう
"","","","","","",""
Route 129,Chenal 129,Percorso 129,Route 129,Ruta 129,129번수로,１２９ばんすいどう
"","","","","","",""
Route 130,Chenal 130,Percorso 130,Route 130,Ruta 130,130번수로,１３０ばんすいどう
"","","","","","",""
Route 131,Chenal 131,Percorso 131,Route 131,Ruta 131,131번수로,１３１ばんすいどう
"","","","","","",""
Route 132,Chenal 132,Percorso 132,Route 132,Ruta 132,132번수로,１３２ばんすいどう
"","","","","","",""
Route 133,Chenal 133,Percorso 133,Route 133,Ruta 133,133번수로,１３３ばんすいどう
"","","","","","",""
Route 134,Chenal 134,Percorso 134,Route 134,Ruta 134,134번수로,１３４ばんすいどう
"","","","","","",""
Meteor Falls,Site Météore,Cascate Meteora,Meteorfälle,Cascada Meteoro,유성의 폭포,りゅうせいのたき
"","","","","","",""
Rusturf Tunnel,Tunnel Mérazon,Tunnel Menferro,Metaflurtunnel,Túnel Fervergal,금잔터널,カナシダトンネル
"","","","","","",""
???,???,???,???,(?),???,？？？
"","","","","","",""
Desert Ruins,Ruines Désert,Rovine Sabbiose,Wüstenruine,Ruinas del Desierto,사막유적,さばくいせき
"","","","","","",""
Granite Cave,Grotte Granite,Grotta Pietrosa,Granithöhle,Cueva Granito,바위 동굴,いしのどうくつ
"","","","","","",""
Petalburg Woods,Bois Clémenti,Bosco Petalo,Blütenburgwald,Bosque Petalia,등화숲,トウカのもり
"","","","","","",""
Mt. Chimney,Mont Chimnée,Monte Camino,Schlotberg,Monte Cenizo,굴뚝산,えんとつやま
"","","","","","",""
Jagged Pass,Sentier Sinuroc,Passo Selvaggio,Steilpass,Desfiladero,울퉁불퉁 산길,デコボコさんどう
"","","","","","",""
Fiery Path,Chemin Ardent,Cammino Ardente,Feuriger Pfad,Senda Ígnea,불꽃샛길,ほのおのぬけみち
"","","","","","",""
Mt. Pyre,Mont Mémoria,Monte Pira,Pyroberg,Monte Pírico,송화산,おくりびやま
"","","","","","",""
Team Aqua Hideout,Planque Aqua,Rifugio Idro,Team Aquas Versteck,Guarida Aqua,아쿠아단아지트,アクアだんアジト
"","","","","","",""
Seafloor Cavern,Caverne Fondmer,Antro Abissale,Tiefseehöhle,Caverna Abisal,해저동굴,かいていどうくつ
"","","","","","",""
Cave of Origin,Grotte Origine,Grotta dei Tempi,Urzeithöhle,Cueva Ancestral,각성의 사당,めざめのほこら
"","","","","","",""
Victory Road,Route Victoire,Via Vittoria,Siegesstraße,Calle Victoria,챔피언로드,チャンピオンロード
"","","","","","",""
Shoal Cave,Grotte Tréfonds,Grotta Ondosa,Küstenhöhle,Cueva Cardumen,여울의 동굴,あさせのほらあな
"","","","","","",""
New Mauville,New Lavandia,Ciclanova,Neu Malvenfroh,Malvalanova,뉴보라,ニューキンセツ
"","","","","","",""
Sea Mauville,Lavandia Sea,Ciclamare,Seewoge Malvenfroh,Malvamar,씨보라,シーキンセツ
"","","","","","",""
Island Cave,Grotte de l’Îlot,Grotta Insulare,Inselhöhle,Cueva Insular,작은 섬 옆굴,こじまのよこあな
"","","","","","",""
Ancient Tomb,Tombeau Antique,Tomba Antica,Grabmal,Tumba Antigua,고대의 무덤,こだいづか
"","","","","","",""
Sealed Chamber,Sanctuaire,Sala Incisa,Siegelkammer,Cámara Sellada,고시의 석실,おふれのせきしつ
"","","","","","",""
Scorched Slab,Grotte Zénith,Grottino Solare,Sonnengrotte,Gruta Solar,가뭄의 암굴,ひでりのいわと
"","","","","","",""
Team Magma Hideout,Planque Magma,Rifugio Magma,Team Magmas Versteck,Guarida Magma,마그마단아지트,マグマだんアジト
"","","","","","",""
Sky Pillar,Pilier Céleste,Torre dei Cieli,Himmelturm,Pilar Celeste,하늘기둥,そらのはしら
"","","","","","",""
Battle Resort,Atoll de Combat,Resort Lotta,Kampfresort,Resort Batalla,배틀리조트,バトルリゾート
"","","","","","",""
Southern Island,Île du Sud,Isola Remota,Insel im Süden,Isla del Sur,남쪽의 외딴섬,みなみのことう
"","","","","","",""
S.S. Tidal,Le Marina,Motonave Marea,MS Tide,S.S. Marea,타이드립호,タイドリップごう
"","","","","","",""
Safari Zone,Parc Safari,Zona Safari,Safari-Zone,Zona Safari,사파리존,サファリゾーン
"","","","","","",""
Mirage Forest,Forêt Mirage,Selva Miraggio,Wunderwald,Bosque Espejismo,환상숲,マボロシもり
"","","","","","",""
Mirage Cave,Grotte Mirage,Grotta Miraggio,Wunderhöhle,Cueva Espejismo,환상동굴,マボロシどうくつ
"","","","","","",""
Mirage Island,Île Mirage,Isola Miraggio,Wundereiland,Isla Espejismo,환상섬,マボロシじま
"","","","","","",""
Mirage Mountain,Mont Mirage,Monte Miraggio,Wunderberg,Monte Espejismo,환상산,マボロシやま
"","","","","","",""
Trackless Forest,Forêt Impénétrable,Foresta Vergine,Wilder Wald,Bosque Virgen,미개척의 숲,みかいのもり
"","","","","","",""
Pathless Plain,Plaine Sans Nom,Piana Senza Nome,Namenlose Ebene,Llanura Sinnombre,이름없는 평원,なもなきへいげん
"","","","","","",""
Nameless Cavern,Grotte Oubliée,Caverna Ignota,Unerforschte Höhle,Cueva Ignota,미지의 동굴,みちのどうくつ
"","","","","","",""
Fabled Cave,Grotte Évanescente,Grotta Sfuggente,Rätselhafte Höhle,Cueva Incierta,희미한 동굴,おぼろのどうくつ
"","","","","","",""
Gnarled Den,Gouffre Informe,Fossa Informe,Höhle der Spaltung,Boquete Irregular,비틀린 굴,いびつなあな
"","","","","","",""
Crescent Isle,Île de l’Arc,Isola Arcodiluna,Sichelinsel,Isla Creciente,궁형의 섬,ゆみなりのしま
"","","","","","",""
Secret Islet,Îlot Secret,Isolotto Segreto,Geheiminsel,Islote Secreto,비밀의 작은 섬,ひみつのこじま
"","","","","","",""
Soaring in the sky,Grand Ciel,Ipersfera,Luftraum,Firmamento,창공,おおぞら
"","","","","","",""
Secret Shore,Plage Secrète,Baia Segreta,Geheime Küste,Costa Secreta,비밀의 바위해변,ひみつのいそべ
"","","","","","",""
Secret Meadow,Champ Fleuri Secret,Valle Segreta,Geheime Blumenwiese,Prado Secreto,비밀의 꽃밭,ひみつのはなばたけ
"","","","","","",""
Secret Base,Base Secrète,Base Segreta,Geheimbasis,Base Secreta,비밀기지,ひみつきち
