en,fr,it,de,es,ko,kana
[VAR TRNAME(0000)] and [VAR TRNAME(0001)] issued a challenge!,[VAR TRNAME(0000)] et [VAR TRNAME(0001)] veulent se battre !,Parte la sfida di [VAR TRNAME(0000)] e [VAR TRNAME(0001)]!,[VAR TRNAME(0000)] und [VAR TRNAME(0001)] möchten kämpfen!,¡[VAR TRNAME(0000)] y [VAR TRNAME(0001)] te desafían!,[VAR TRNAME(0000)][VAR 1900(0004)] [VAR TRNAME(0001)][VAR 1900(0003)] 승부를 걸어왔다!,[VAR TRNAME(0000)]と　[VAR TRNAME(0001)]が しょうぶを　しかけてきた！
Go! [VAR PKNICK(0000)]!,[VAR PKNICK(0000)] ! Go !,"Avanti, [VAR PKNICK(0000)]! ","Los, [VAR PKNICK(0000)]!","¡Adelante, [VAR PKNICK(0000)]!",가랏! [VAR PKNICK(0000)]!,ゆけっ！　[VAR PKNICK(0000)]！ 
Go! [VAR PKNICK(0000)] and [VAR PKNICK(0001)]!,[VAR PKNICK(0000)] et [VAR PKNICK(0001)] ! Go !,"Avanti, [VAR PKNICK(0000)] e [VAR PKNICK(0001)]!","Los, [VAR PKNICK(0000)] und [VAR PKNICK(0001)]!","¡Adelante, [VAR PKNICK(0000)] y [VAR PKNICK(0001)]!",가랏! [VAR PKNICK(0000)]! [VAR PKNICK(0001)]!,ゆけっ！　[VAR PKNICK(0000)]！ [VAR PKNICK(0001)]！
"Go! [VAR PKNICK(0000)], [VAR PKNICK(0001)], and [VAR PKNICK(0002)]!","[VAR PKNICK(0000)], [VAR PKNICK(0001)] et [VAR PKNICK(0002)] ! Go !","Avanti, [VAR PKNICK(0000)], [VAR PKNICK(0001)] e [VAR PKNICK(0002)]!","Los, [VAR PKNICK(0000)], [VAR PKNICK(0001)] und [VAR PKNICK(0002)]!","¡Adelante, [VAR PKNICK(0000)], [VAR PKNICK(0001)] y [VAR PKNICK(0002)]!",가랏! [VAR PKNICK(0000)]! [VAR PKNICK(0001)]! [VAR PKNICK(0002)]!,ゆけっ！　[VAR PKNICK(0000)]！ [VAR PKNICK(0001)]！　[VAR PKNICK(0002)]！
[VAR 010E(0000)] [VAR TRNAME(0001)] sent out [VAR PKNICK(0002)]!,"[VAR 019E(0000)] envoie[VAR NUMBRNCH(0000,0200)]nt un [VAR PKNICK(0002)] !","[VAR TRNAME(0001)] ([VAR 010E(0000)]) manda[VAR NUMBRNCH(0001,0200)]no in campo [VAR PKNICK(0002)]!",[VAR PKNICK(0002)] wird von [VAR TRNAME(0001)] ([VAR 010E(0000)]) eingesetzt!,"¡[VAR 1709(0000)][VAR 019E(0000)] saca[VAR NUMBRNCH(0000,0100)]n a [VAR PKNICK(0002)]!",[VAR 010E(0000)] [VAR TRNAME(0001)][VAR 1900(0001)] [VAR PKNICK(0002)][VAR 1900(0002)] 내보냈다!,[VAR 010E(0000)]の　[VAR TRNAME(0001)]は [VAR PKNICK(0002)]を　くりだした！
[VAR 010E(0000)] [VAR TRNAME(0001)] sent out [VAR PKNICK(0002)] and [VAR PKNICK(0003)]!,"[VAR 019E(0000)] envoie[VAR NUMBRNCH(0000,0200)]nt un [VAR PKNICK(0002)] et un [VAR PKNICK(0003)] !","[VAR TRNAME(0001)] ([VAR 010E(0000)]) manda[VAR NUMBRNCH(0001,0200)]no in campo [VAR PKNICK(0002)] e [VAR PKNICK(0003)]!",[VAR PKNICK(0002)] und [VAR PKNICK(0003)] werden von [VAR TRNAME(0001)] ([VAR 010E(0000)]) eingesetzt!,"¡[VAR 1709(0000)][VAR 019E(0000)] saca[VAR NUMBRNCH(0000,0100)]n a [VAR PKNICK(0002)] y [VAR PKNICK(0003)]!",[VAR 010E(0000)] [VAR TRNAME(0001)][VAR 1900(0001)] [VAR PKNICK(0002)][VAR 1900(0004)] [VAR PKNICK(0003)][VAR 1900(0002)] 내보냈다!,[VAR 010E(0000)]の　[VAR TRNAME(0001)]は [VAR PKNICK(0002)]と [VAR PKNICK(0003)]を　くりだした！
"[VAR 010E(0000)] [VAR TRNAME(0001)] sent out [VAR PKNICK(0002)], [VAR PKNICK(0003)], and [VAR PKNICK(0004)]!","[VAR 019E(0000)] envoie[VAR NUMBRNCH(0000,0200)]nt un [VAR PKNICK(0002)], un [VAR PKNICK(0003)] et un [VAR PKNICK(0004)] !","[VAR TRNAME(0001)] ([VAR 010E(0000)]) manda[VAR NUMBRNCH(0001,0200)]no in campo [VAR PKNICK(0002)], [VAR PKNICK(0003)], e [VAR PKNICK(0004)]!","[VAR PKNICK(0002)], [VAR PKNICK(0003)] und [VAR PKNICK(0004)] werden von [VAR TRNAME(0001)] ([VAR 010E(0000)]) eingesetzt!","¡[VAR 1709(0000)][VAR 019E(0000)] saca[VAR NUMBRNCH(0000,0100)]n a [VAR PKNICK(0002)], [VAR PKNICK(0003)] y [VAR PKNICK(0004)]!",[VAR 010E(0000)] [VAR TRNAME(0001)][VAR 1900(0001)] [VAR PKNICK(0002)][VAR 1900(0004)] [VAR PKNICK(0003)][VAR 1900(0004)] [VAR PKNICK(0004)][VAR 1900(0002)] 내보냈다!,[VAR 010E(0000)]の　[VAR TRNAME(0001)]は [VAR PKNICK(0002)]と　[VAR PKNICK(0003)]と [VAR PKNICK(0004)]を　くりだした！
[VAR TRNAME(0000)] sent out [VAR PKNICK(0001)]!,[VAR TRNAME(0000)] envoie [VAR PKNICK(0001)] !,"[VAR TRNAME(0000)] manda[VAR NUMBRNCH(0000,0200)]no in campo [VAR PKNICK(0001)]!",[VAR TRNAME(0000)] schickt [VAR PKNICK(0001)] in den Kampf!,¡[VAR TRNAME(0000)] saca a [VAR PKNICK(0001)]!,[VAR TRNAME(0000)][VAR 1900(0001)] [VAR PKNICK(0001)][VAR 1900(0002)] 내보냈다!,[VAR TRNAME(0000)]は [VAR PKNICK(0001)]を　くりだした！
[VAR TRNAME(0000)] sent out [VAR PKNICK(0001)] and [VAR PKNICK(0002)]!,[VAR TRNAME(0000)] envoie [VAR PKNICK(0001)] et [VAR PKNICK(0002)] !,"[VAR TRNAME(0000)] manda[VAR NUMBRNCH(0000,0200)]no in campo [VAR PKNICK(0001)] e [VAR PKNICK(0002)]!",[VAR TRNAME(0000)] schickt [VAR PKNICK(0001)] und [VAR PKNICK(0002)] in den Kampf!,¡[VAR TRNAME(0000)] saca a [VAR PKNICK(0001)] y [VAR PKNICK(0002)]!,[VAR TRNAME(0000)][VAR 1900(0001)] [VAR PKNICK(0001)][VAR 1900(0004)] [VAR PKNICK(0002)][VAR 1900(0002)] 내보냈다!,[VAR TRNAME(0000)]は　[VAR PKNICK(0001)]と [VAR PKNICK(0002)]を　くりだした！
"[VAR TRNAME(0000)] sent out [VAR PKNICK(0001)], [VAR PKNICK(0002)], and [VAR PKNICK(0003)]!","[VAR TRNAME(0000)] envoie [VAR PKNICK(0001)], [VAR PKNICK(0002)] et [VAR PKNICK(0003)] !","[VAR TRNAME(0000)] manda[VAR NUMBRNCH(0000,0200)]no in campo [VAR PKNICK(0001)], [VAR PKNICK(0002)] e [VAR PKNICK(0003)]!","[VAR TRNAME(0000)] schickt [VAR PKNICK(0001)], [VAR PKNICK(0002)] und [VAR PKNICK(0003)] in den Kampf!","¡[VAR TRNAME(0000)] saca a [VAR PKNICK(0001)], [VAR PKNICK(0002)] y [VAR PKNICK(0003)]!",[VAR TRNAME(0000)][VAR 1900(0001)] [VAR PKNICK(0001)][VAR 1900(0004)] [VAR PKNICK(0002)][VAR 1900(0004)] [VAR PKNICK(0003)][VAR 1900(0002)] 내보냈다!,[VAR TRNAME(0000)]は [VAR PKNICK(0001)]と　[VAR PKNICK(0002)]と [VAR PKNICK(0003)]を　くりだした！
[VAR 010E(0000)] [VAR TRNAME(0001)] is about to send in [VAR PKNICK(0002)]. Will you switch your Pokémon?,"[VAR 019E(0000)] envoie[VAR NUMBRNCH(0000,0200)]nt un [VAR PKNICK(0002)]. Voulez-vous changer de Pokémon ?",La prossima scelta di [VAR TRNAME(0001)] ([VAR 010E(0000)]) sarà [VAR PKNICK(0002)]! Vuoi cambiare Pokémon?,[VAR TRNAME(0001)] ([VAR 010E(0000)]) setzt als Nächstes [VAR PKNICK(0002)] ein. Möchtest du dein Pokémon wechseln?,"¡[VAR 1709(0000)][VAR 019E(0000)] va[VAR NUMBRNCH(0000,0100)]n a sacar a [VAR PKNICK(0002)]! ¿Quieres cambiar de Pokémon?",[VAR 010E(0000)] [VAR TRNAME(0001)][VAR 1900(0001)] [VAR PKNICK(0002)][VAR 1900(0002)] 내보내려 하고 있다 포켓몬을 교체하시겠습니까?,[VAR 010E(0000)]の　[VAR TRNAME(0001)]は [VAR PKNICK(0002)]を　くりだそうとしている ポケモンを　いれかえますか？
"You’re in charge, [VAR PKNICK(0000)]!",[VAR PKNICK(0000)] ! Fonce !,"Dai, [VAR PKNICK(0000)]!","Du schaffst es, [VAR PKNICK(0000)]!","¡Vamos, [VAR PKNICK(0000)]!",널 믿어! [VAR PKNICK(0000)]!,まかせた！　[VAR PKNICK(0000)]！
"Go for it, [VAR PKNICK(0000)]!","En avant, [VAR PKNICK(0000)] !","Coraggio, [VAR PKNICK(0000)]!","Streng dich an, [VAR PKNICK(0000)]!","¡Tú puedes, [VAR PKNICK(0000)]!",힘내! [VAR PKNICK(0000)]!,がんばれ！　[VAR PKNICK(0000)]！
"Just a little more! Hang in there, [VAR PKNICK(0000)]!","Un dernier petit effort ! Tiens bon, [VAR PKNICK(0000)] !","Ancora un piccolo sforzo, [VAR PKNICK(0000)]! Non mollare!","Nur noch ein bisschen! Halte durch, [VAR PKNICK(0000)]!","¡Ya queda poco! ¡Venga, [VAR PKNICK(0000)]!",앞으로 조금이야! 힘내! [VAR PKNICK(0000)]!,あとすこしだ！ がんばれ！　[VAR PKNICK(0000)]！
"Your opponent’s weak! Get ’em, [VAR PKNICK(0000)]!","L’ennemi est faible ! C’est le moment, [VAR PKNICK(0000)] !","Il nemico è debole! Forza, [VAR PKNICK(0000)]!","Mach es fertig! Los, [VAR PKNICK(0000)]!","¡Tu rival está débil! ¡A por él, [VAR PKNICK(0000)]!",상대가 약해져 있어! 기회다! [VAR PKNICK(0000)]!,あいてが　よわっている！ チャンスだ！　[VAR PKNICK(0000)]！
"[VAR PKNICK(0000)], switch out! Come back!","[VAR PKNICK(0000)], on change ! Reviens !","[VAR PKNICK(0000)], è ora! Rientra!",[VAR PKNICK(0000)]! Komm zurück!,"¡[VAR PKNICK(0000)], cambio! ¡Vuelve aquí!",[VAR PKNICK(0000)] 교대! 돌아와!,[VAR PKNICK(0000)]　こうたい！ もどれ！
"[VAR PKNICK(0000)], come back!","Reviens, [VAR PKNICK(0000)] !","[VAR PKNICK(0000)], rientra!","[VAR PKNICK(0000)], komm zurück!","¡[VAR PKNICK(0000)], ven aquí!",[VAR PKNICK(0000)] 돌아와!,[VAR PKNICK(0000)] もどれ！
"[VAR PKNICK(0000)], that’s enough! Come back!","[VAR PKNICK(0000)], ça suffit ! Reviens !","[VAR PKNICK(0000)], può bastare! Rientra!","[VAR PKNICK(0000)], das reicht! Komm zurück!","¡[VAR PKNICK(0000)], está bien! ¡Ven aquí!",[VAR PKNICK(0000)] 좋아! 돌아와!,[VAR PKNICK(0000)]　よし！ もどれ！
"OK, [VAR PKNICK(0000)]! Come back!","OK, [VAR PKNICK(0000)] ! Reviens !","[VAR PKNICK(0000)], ok! Rientra!","[VAR PKNICK(0000)], es ist gut! Komm zurück!","¡Bien hecho, [VAR PKNICK(0000)]! ¡Ven aquí!",[VAR PKNICK(0000)] 좋았어! 돌아와!,[VAR PKNICK(0000)]　いいぞ！ もどれ！
"Good job, [VAR PKNICK(0000)]! Come back!","Bien, [VAR PKNICK(0000)] ! Reviens !","[VAR PKNICK(0000)], bene! Rientra!","Gut gemacht, [VAR PKNICK(0000)]! Komm zurück!","¡Muy bien, [VAR PKNICK(0000)]! ¡Ven aquí!",[VAR PKNICK(0000)] 잘했어! 돌아와!,[VAR PKNICK(0000)]　よくやった！ もどれ！
[VAR 010E(0000)] [VAR TRNAME(0001)] withdrew [VAR PKNICK(0002)]!,"[VAR 019E(0000)] retire[VAR NUMBRNCH(0000,0200)]nt le [VAR PKNICK(0002)] !","[VAR TRNAME(0001)] ([VAR 010E(0000)]) ritira[VAR NUMBRNCH(0001,0200)]no [VAR PKNICK(0002)] dalla lotta!",[VAR PKNICK(0002)] wurde von [VAR 010E(0000)] [VAR TRNAME(0001)] zurückgerufen!,"¡[VAR 1709(0000)][VAR 019E(0000)] ha[VAR NUMBRNCH(0000,0100)]n retirado a [VAR PKNICK(0002)] del combate!",[VAR 010E(0000)] [VAR TRNAME(0001)][VAR 1900(0001)] [VAR PKNICK(0002)][VAR 1900(0002)] 넣어버렸다!,[VAR 010E(0000)]の　[VAR TRNAME(0001)]は [VAR PKNICK(0002)]を　ひっこめた！
[VAR TRNAME(0000)] withdrew [VAR PKNICK(0001)]!,[VAR TRNAME(0000)] retire [VAR PKNICK(0001)] !,"[VAR TRNAME(0000)] ritira[VAR NUMBRNCH(0000,0200)]no [VAR PKNICK(0001)] dalla lotta!",[VAR PKNICK(0001)] wurde von [VAR TRNAME(0000)] zurückgerufen!,"¡[VAR TRNAME(0000)] retira[VAR NUMBRNCH(0000,0100)]n a [VAR PKNICK(0001)] del combate!",[VAR TRNAME(0000)][VAR 1900(0001)] [VAR PKNICK(0001)][VAR 1900(0002)] 넣어버렸다!,[VAR TRNAME(0000)]は [VAR PKNICK(0001)]を　ひっこめた！
"Hit [VAR NUM1(0000)] time[VAR NUMBRNCH(0000,0100)]s!",Touché [VAR NUM1(0000)] fois !,Colpi inflitti: [VAR NUM1(0000)]!,[VAR NUM1(0000)]-mal getroffen!,N.º de golpes: [VAR NUM1(0000)].,[VAR NUM1(0000)]번 맞았다!,[VAR NUM1(0000)]かい　あたった！
[VAR TRNAME(0000)] used [VAR iCOLOR2(0001)][VAR ITEM2(0001)].,"[VAR TRNAME(0000)] utilise[VAR NUMBRNCH(0000,0200)]nt [VAR 1402(0001)][VAR ITEM2(0001)] !","[VAR TRNAME(0000)] usa[VAR NUMBRNCH(0000,0200)]no [VAR 1502(0001)][VAR ITEM2(0001)]!","[VAR TRNAME(0000)] setz[VAR NUMBRNCH(0000,0201)]ten [VAR ITEM2(0001)] ein.","¡[VAR TRNAME(0000)] ha[VAR NUMBRNCH(0000,0100)]n usado [VAR 1702(0001)][VAR ITEM2(0001)]!",[VAR TRNAME(0000)][VAR 1900(0001)] [VAR ITEM2(0001)][VAR 1900(0002)] 썼다!,[VAR TRNAME(0000)]は [VAR ITEM2(0001)]を　つかった！
[VAR TRNAME(0000)] used [VAR iCOLOR2(0001)][VAR ITEM2(0001)].,"[VAR TRNAME(0000)] utilise[VAR NUMBRNCH(0000,0200)]nt [VAR 1402(0001)][VAR ITEM2(0001)] !","[VAR TRNAME(0000)] usa[VAR NUMBRNCH(0000,0200)]no [VAR 1502(0001)][VAR ITEM2(0001)]!","[VAR TRNAME(0000)] setz[VAR NUMBRNCH(0000,0201)]ten [VAR ITEM2(0001)] ein.","¡[VAR TRNAME(0000)] ha[VAR NUMBRNCH(0000,0100)]n usado [VAR 1702(0001)][VAR ITEM2(0001)]!",[VAR TRNAME(0000)][VAR 1900(0001)] [VAR ITEM2(0001)][VAR 1900(0002)] 썼다!,[VAR TRNAME(0000)]は [VAR ITEM2(0001)]を　つかった！
[VAR 010E(0000)][VAR TRNAME(0001)] used [VAR iCOLOR2(0002)][VAR ITEM2(0002)]!,"[VAR 019E(0000)] utilise[VAR NUMBRNCH(0000,0200)]nt [VAR 1402(0002)][VAR ITEM2(0002)] !","[VAR TRNAME(0001)] ([VAR 010E(0000)]) usa[VAR NUMBRNCH(0001,0200)]no [VAR 1502(0002)][VAR ITEM2(0002)]!",[VAR ITEM2(0002)] wird von [VAR TRNAME(0001)] ([VAR 010E(0000)]) eingesetzt!,"¡[VAR 1709(0000)][VAR 019E(0000)] ha[VAR NUMBRNCH(0000,0100)]n usado [VAR 1702(0002)][VAR ITEM2(0002)]!",[VAR 010E(0000)] [VAR TRNAME(0001)][VAR 1900(0001)] [VAR ITEM2(0002)][VAR 1900(0002)] 썼다!,[VAR 010E(0000)]の　[VAR TRNAME(0001)]は [VAR ITEM2(0002)]を　つかった！
[VAR TRNAME(0000)] launched [VAR iCOLOR2(0002)][VAR ITEM2(0002)] toward [VAR PKNICK(0001)]!,[VAR TRNAME(0000)] a tiré [VAR 1400(0002)][VAR ITEM2(0002)] sur [VAR PKNICK(0001)] !,"[VAR TRNAME(0000)] lancia[VAR NUMBRNCH(0000,0200)]no [VAR 1502(0002)][VAR ITEM2(0002)] verso [VAR PKNICK(0001)]!",[VAR TRNAME(0000)] feuert [VAR ITEM2(0002)] auf [VAR PKNICK(0001)] ab!,¡[VAR TRNAME(0000)] ha lanzado [VAR 1702(0002)][VAR ITEM2(0002)] a [VAR PKNICK(0001)]!,[VAR TRNAME(0000)][VAR 1900(0003)] [VAR PKNICK(0001)]에게 [VAR ITEM2(0002)][VAR 1900(0002)] 슛했다!!,[VAR TRNAME(0000)]が　[VAR PKNICK(0001)]に [VAR ITEM2(0002)]を　シュートした！！
You cannot use your Wonder Launcher now!,Vous ne pouvez pas utiliser le Shooter-Miracle pour le moment !,Non puoi usare il Mirabilancere adesso!,Du kannst den Wunderwerfer jetzt nicht einsetzen!,Ahora no puedes usar el Superlanzador.,지금은 미라클슈터를 쓸 수 없다!,いまは　ミラクルシューターを つかうことが　できない！
[VAR TRNAME(0000)]’s Pokémon rotated to the left!,[VAR TRNAME(0000)] envoie son Pokémon à gauche !,I Pokémon di [VAR TRNAME(0000)] ruotano verso sinistra!,Die Pokémon von [VAR TRNAME(0000)] werden nach links gedreht!,El Pokémon de [VAR TRNAME(0000)] rota hacia la izquierda.,[VAR TRNAME(0000)]의 포켓몬은 왼쪽으로 로테이션!,[VAR TRNAME(0000)]の　ポケモンが ひだりへ　ローテーション！
[VAR TRNAME(0000)]’s Pokémon rotated to the left!,[VAR TRNAME(0000)] envoie son Pokémon à gauche !,I Pokémon di [VAR TRNAME(0000)] ruotano verso sinistra!,Die Pokémon von [VAR TRNAME(0000)] werden nach links gedreht!,El Pokémon de [VAR TRNAME(0000)] rota hacia la izquierda.,[VAR TRNAME(0000)]의 포켓몬은 왼쪽으로 로테이션!,[VAR TRNAME(0000)]の　ポケモンが ひだりへ　ローテーション！
[VAR TRNAME(0000)]’s Pokémon rotated to the right!,[VAR TRNAME(0000)] envoie son Pokémon à droite !,I Pokémon di [VAR TRNAME(0000)] ruotano verso destra!,Die Pokémon von [VAR TRNAME(0000)] werden nach rechts gedreht!,El Pokémon de [VAR TRNAME(0000)] rota hacia la derecha.,[VAR TRNAME(0000)]의 포켓몬은 오른쪽으로 로테이션!,[VAR TRNAME(0000)]の　ポケモンが みぎへ　ローテーション！
[VAR TRNAME(0000)]’s Pokémon rotated to the right!,[VAR TRNAME(0000)] envoie son Pokémon à droite !,I Pokémon di [VAR TRNAME(0000)] ruotano verso destra!,Die Pokémon von [VAR TRNAME(0000)] werden nach rechts gedreht!,El Pokémon de [VAR TRNAME(0000)] rota hacia la derecha.,[VAR TRNAME(0000)]의 포켓몬은 오른쪽으로 로테이션!,[VAR TRNAME(0000)]の　ポケモンが みぎへ　ローテーション！
"[VAR 010C(0000)] gained [VAR NUM7(0001,002C)] Exp. Point[VAR NUMBRNCH(0001,0100)]s!","[VAR 010C(0000)] a gagné [VAR NUM7(0001,E07F)] Points Exp. !","[VAR 010C(0000)] riceve [VAR NUM7(0001,002E)] Punt[VAR NUMBRNCH(0001,0101)]oi Esperienza!","[VAR 010C(0000)] erhält [VAR NUM7(0001,0020)] Erfahrungspunkt[VAR NUMBRNCH(0001,0100)]e!","[VAR 010C(0000)] ha ganado [VAR NUM7(0001,E07F)] Punto[VAR NUMBRNCH(0001,0100)]s de Experiencia.","[VAR 010C(0000)][VAR 1900(0001)] [VAR NUM7(0001,0000)] 경험치를 얻었다!","[VAR 010C(0000)]は [VAR NUM7(0001,0000)] けいけんちを　もらった！"
"[VAR 010C(0000)] gained a boosted [VAR NUM7(0001,002C)] Exp. Points!","[VAR 010C(0000)] a gagné un total de [VAR NUM7(0001,E07F)] Points Exp. !","[VAR 010C(0000)] riceve ben [VAR NUM7(0001,002E)] Punt[VAR NUMBRNCH(0001,0101)]oi Esperienza!","[VAR 010C(0000)] erhält [VAR NUM7(0001,0020)] spezielle[VAR NUMBRNCH(0001,1111)]n Erfahrungspunkt Erfahrungspunkte!","[VAR 010C(0000)] ha ganado un total de [VAR NUM7(0001,E07F)] Punto[VAR NUMBRNCH(0001,0100)]s de Experiencia.","[VAR 010C(0000)][VAR 1900(0001)] 많은 양의 [VAR NUM7(0001,0000)] 경험치를 얻었다!","[VAR 010C(0000)]は　おおめに [VAR NUM7(0001,0000)] けいけんちを　もらった！"
The rest of your team gained Exp. Points thanks to the Exp. Share!,Le reste de votre équipe a gagné des Points Exp. grâce au Multi Exp !,I Punti Esperienza vengono condivisi grazie al Condividi Esperienza!,Dank des EP-Teilers erhält auch der Rest deines Pokémon-Teams Erfahrungspunkte!,El resto del equipo también ha ganado Puntos de Experiencia.,학습장치로 각자 경험치를 얻었다!,がくしゅうそうちで　それぞれ けいけんちを　もらった！
You defeated [VAR 010E(0000)] [VAR TRNAME(0001)]!,Vous avez battu [VAR 019E(0000)] !,Hai sconfitto [VAR TRNAME(0001)] ([VAR 010E(0000)])!,Du besiegst [VAR TRNAME(0001)] ([VAR 010E(0000)])!,"¡[VAR 1709(0000)][VAR 019E(0000)] ha[VAR NUMBRNCH(0000,0100)]n perdido!",[VAR 010E(0000)] [VAR TRNAME(0001)][VAR 1900(0004)]의 승부에서 이겼다!,[VAR 010E(0000)]の　[VAR TRNAME(0001)]との しょうぶに　かった！
You beat [VAR 010E(0000)] [VAR TRNAME(0001)] and [VAR 010E(0002)] [VAR TRNAME(0003)]!,[VAR 019E(0000)] et [VAR 019E(0002)] ont perdu !,Hai sconfitto [VAR TRNAME(0001)] ([VAR 010E(0000)]) e [VAR TRNAME(0003)] ([VAR 010E(0002)])!,Du besiegst [VAR 010E(0000)] [VAR TRNAME(0001)] und [VAR 010E(0002)] [VAR TRNAME(0003)]!,¡[VAR 1709(0000)][VAR 019E(0000)] y [VAR 1708(0002)] [VAR 019E(0002)] han perdido!,[VAR 010E(0000)] [VAR TRNAME(0001)][VAR 1900(0004)] [VAR 010E(0002)] [VAR TRNAME(0003)][VAR 1900(0004)]의 승부에서 이겼다!,[VAR 010E(0000)]の　[VAR TRNAME(0001)]と [VAR 010E(0002)]の　[VAR TRNAME(0003)]との しょうぶに　かった！
