en,fr,it,de,es,ko,kana
[~ 23],[~ 23],[~ 23],[~ 23],[~ 23],[~ 23],[~ 23]
[~ 24],[~ 24],[~ 24],[~ 24],[~ 24],[~ 24],[~ 24]
[~ 25],[~ 25],[~ 25],[~ 25],[~ 25],[~ 25],[~ 25]
[VAR 0109(0000)],[VAR 0109(0000)],[VAR 0109(0000)],[VAR 0109(0000)],[VAR 0109(0000)],[VAR 0109(0000)],[VAR 0109(0000)]
NEW!,NOUVEAU !,!!!,NEU!,¡Nuevo!,NEW!,NEW!
×,×,×,×,×,×,×
[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)]
 Confirm, Sélectionner, Seleziona, Auswählen, Confirmar,결정,けってい
 Back, Retour, Indietro, Zurück, Atrás,돌아간다,もどる
 Favorite, Favoris, Preferiti, Favorit, Favoritos,즐겨찾기,おきにいり
 Sort, Trier, Ordina, Sortieren, Organizar,순서바꾸기,ならびかえ
Empty,Vide,Vuoto,Leer,Vacío,비어 있습니다,ありません
Which Pokémon will you use it on?,Sur quel Pokémon voulez-vous utiliser cet objet ?,Su quale Pokémon vuoi usare lo strumento?,Auf welches Pokémon anwenden?,¿Con qué Pokémon quieres usar este objeto?,어느 포켓몬에게 사용하겠습니까?,どの　ポケモンに　つかいますか？
[VAR MOVE(0001)] can’t be learned by [VAR PKNICK(0000)]! The two are incompatible!,[VAR PKNICK(0000)] et [VAR MOVE(0001)] ne sont pas compatibles. Ce Pokémon ne peut pas apprendre cette capacité !,La mossa [VAR MOVE(0001)] non è compatibile con [VAR PKNICK(0000)]. Non puoi insegnargliela.,[VAR PKNICK(0000)] kann [VAR MOVE(0001)] nicht erlernen. Die beiden sind nicht kompatibel.,[VAR PKNICK(0000)] y [VAR MOVE(0001)] son incompatibles. El Pokémon no puede aprender ese movimiento.,[VAR PKNICK(0000)][VAR 1900(0004)] [VAR MOVE(0001)][VAR 1900(0001)] 상성이 좋지 않았다! [VAR MOVE(0001)][VAR 1900(0001)] 배울 수 없다!,[VAR PKNICK(0000)]と　[VAR MOVE(0001)]は あいしょうが　わるかった！ [VAR MOVE(0001)]は おぼえられない！
[VAR PKNICK(0000)] already knows the move [VAR MOVE(0001)].,[VAR PKNICK(0000)] connaît déjà [VAR MOVE(0001)] !,[VAR BD06(0000)][VAR PKNICK(0000)] conosce già [VAR MOVE(0001)]!,[VAR PKNICK(0000)] kennt [VAR MOVE(0001)] bereits.,[VAR PKNICK(0000)] ya conoce [VAR MOVE(0001)].,[VAR PKNICK(0000)][VAR 1900(0001)] 이미 [VAR MOVE(0001)][VAR 1900(0002)] 기억하고 있습니다,[VAR PKNICK(0000)]は　すでに [VAR MOVE(0001)]を　おぼえています
You booted up the TM.,CT activée !,Hai attivato una Macchina Tecnica.,Die TM wurde aktiviert.,MT activada.,기술머신을 켰다!,わざマシンを　きどうした！
[VAR PKNICK(0000)] learned [VAR MOVE(0001)]![VAR BE05(0004)][VAR BE05(0001)],[VAR PKNICK(0000)] apprend [VAR MOVE(0001)] ![VAR BE05(0004)][VAR BE05(0001)],[VAR BD06(0000)][VAR PKNICK(0000)] impara [VAR MOVE(0001)]![VAR BE05(0004)][VAR BE05(0001)],[VAR PKNICK(0000)] erlernt [VAR MOVE(0001)]![VAR BE05(0004)][VAR BE05(0001)],¡[VAR PKNICK(0000)] ha aprendido [VAR MOVE(0001)]![VAR BE05(0004)][VAR BE05(0001)],[VAR PKNICK(0000)][VAR 1900(0001)] [VAR MOVE(0001)][VAR 1900(0002)] 배웠다![VAR BE05(0004)][VAR BE05(0001)],[VAR PKNICK(0000)]は [VAR MOVE(0001)]を　おぼえた！[VAR BE05(0004)][VAR BE05(0001)]
[VAR PKNICK(0000)] wants to learn the move [VAR MOVE(0001)]. Should an old move be forgotten and replaced with [VAR MOVE(0001)]?,[VAR PKNICK(0000)] veut apprendre [VAR MOVE(0001)]. Voulez-vous qu’il oublie une capacité pour apprendre [VAR MOVE(0001)] ?,[VAR BD06(0000)][VAR PKNICK(0000)] vorrebbe imparare [VAR MOVE(0001)]. Vuoi che dimentichi una mossa e al suo posto impari [VAR MOVE(0001)]?,"[VAR PKNICK(0000)] versucht, [VAR MOVE(0001)] zu erlernen. Soll eine bekannte Attacke durch [VAR MOVE(0001)] ersetzt werden?",[VAR PKNICK(0000)] quiere aprender [VAR MOVE(0001)]. ¿Quieres sustituir alguno de sus movimientos por [VAR MOVE(0001)]?,[VAR PKNICK(0000)][VAR 1900(0001)] 새로 [VAR MOVE(0001)][VAR 1900(0002)] 배우고 싶다... [VAR MOVE(0001)] 대신 다른 기술을 잊게 하겠습니까?,[VAR PKNICK(0000)]は　あたらしく [VAR MOVE(0001)]を　おぼえたい…… [VAR MOVE(0001)]の　かわりに ほかの　わざを　わすれさせますか？
One...[WAIT 20]two...[WAIT 20]and...[WAIT 20][WAIT 20]ta-da![VAR BE05(0003)][VAR BE05(0000)] [VAR PKNICK(0000)] forgot [VAR MOVE(0001)]! And it learned [VAR MOVE(0002)] instead![VAR BE05(0004)][VAR BE05(0001)],"1[WAIT 20], 2[WAIT 20], [WAIT 20]... [WAIT 20]... Tadaaa ![VAR BE05(0003)][VAR BE05(0000)] [VAR PKNICK(0000)] a oublié [VAR MOVE(0001)]. Et... Il apprend [VAR MOVE(0002)] ![VAR BE05(0004)][VAR BE05(0001)]","Uno,[WAIT 20] due[WAIT 20] e[WAIT 20]...[WAIT 20] ta-daaaa![VAR BE05(0003)][VAR BE05(0000)] [VAR PKNICK(0000)] dimentica [VAR MOVE(0001)]! Al suo posto... [VAR PKNICK(0000)] impara [VAR MOVE(0002)]![VAR BE05(0004)][VAR BE05(0001)]","Eins,[WAIT 20] zwei[WAIT 20] und[WAIT 20]... schwupp![VAR BE05(0003)][VAR BE05(0000)] [VAR PKNICK(0000)] hat [VAR MOVE(0001)] vergessen und [VAR MOVE(0002)] erlernt![VAR BE05(0004)][VAR BE05(0001)]","1, [WAIT 20]2 y... [WAIT 20]¡puf![VAR BE05(0003)][VAR BE05(0000)] [VAR PKNICK(0000)] ha olvidado cómo utilizar [VAR MOVE(0001)] y... ¡Ha aprendido [VAR MOVE(0002)]![VAR BE05(0004)][VAR BE05(0001)]","1,[WAIT 20] 2[WAIT 20]...[WAIT 20]...[WAIT 20] 짠![VAR BE05(0003)][VAR BE05(0000)] [VAR PKNICK(0000)][VAR 1900(0001)] [VAR MOVE(0001)][VAR 1900(0002)] 깨끗이 잊었다! 그리고...! [VAR PKNICK(0000)][VAR 1900(0001)] 새로 [VAR MOVE(0002)][VAR 1900(0002)] 배웠다![VAR BE05(0004)][VAR BE05(0001)]",１[WAIT 20]　２の[WAIT 20]　…[WAIT 20]…[WAIT 20]　ポカン！[VAR BE05(0003)][VAR BE05(0000)] [VAR PKNICK(0000)]は　[VAR MOVE(0001)]の つかいかたを　きれいにわすれた！ そして……！ [VAR PKNICK(0000)]は　あたらしく [VAR MOVE(0002)]を　おぼえた！[VAR BE05(0004)][VAR BE05(0001)]
[VAR PKNICK(0000)] did not learn [VAR MOVE(0001)].,[VAR PKNICK(0000)] n’a pas appris [VAR MOVE(0001)].,[VAR PKNICK(0000)] non ha imparato [VAR MOVE(0001)]!,[VAR PKNICK(0000)] hat [VAR MOVE(0001)] nicht erlernt.,[VAR PKNICK(0000)] no ha aprendido [VAR MOVE(0001)].,[VAR PKNICK(0000)][VAR 1900(0001)] [VAR MOVE(0001)][VAR 1900(0002)] 결국 배우지 않았다!,[VAR PKNICK(0000)]は　[VAR MOVE(0001)]を おぼえずに　おわった！
Please choose a move that will be replaced with [VAR MOVE(0000)].,Choisissez une capacité à lui faire oublier pour laisser place à [VAR MOVE(0000)].,Scegli una mossa da sostituire con [VAR MOVE(0000)].,Welche Attacke soll durch [VAR MOVE(0000)] ersetzt werden?,Selecciona el movimiento que quieres sustituir por [VAR MOVE(0000)].,[VAR MOVE(0000)] 대신 잊게 할 기술을 선택해 주십시오!,[VAR MOVE(0000)]の　かわりに わすれる　わざを　えらんでください！
You booted up the TR.,DT activé !,Hai attivato il DT.,Die TP wurde aktiviert.,DT activado.,기술레코드를 켰다,わざレコードを　きどうした
A TR can be used only once.,Les DT sont à usage unique.,I DT possono essere usati una volta sola.,Jede TP kann nur ein Mal eingesetzt werden.,Los DT solo se pueden usar una vez.,기술레코드는 한 번만 사용할 수 있습니다,わざレコードは いちどしか　つかえません
The TR [VAR MOVE(0000)] broke.,Le DT contenant [VAR MOVE(0000)] s’est brisé.,Il DT [VAR MOVE(0000)] si è rotto.,Die TP [VAR MOVE(0000)] wurde unbrauchbar.,El DT [VAR MOVE(0000)] se ha roto.,[VAR MOVE(0000)]의 기술레코드는 부서졌다,[VAR MOVE(0000)]の わざレコードは　こわれた
The TR will break. Is that OK?,Le DT va se briser. Voulez-vous continuer malgré tout ?,Il DT si romperà. Vuoi continuare?,"Wenn du die TP einsetzt, wird sie danach unbrauchbar. Willst du wirklich fortfahren?",El DT se romperá. ¿Quieres continuar?,부서지게 됩니다만 괜찮겠습니까?,こわれてしまいますが よろしいでしょうか？
Yes,Oui,Sì,Ja,Sí,예,はい
No,Non,No,Nein,No,아니요,いいえ
[VAR COLOR(0002)]Can learn[VAR COLOR(0000)],[VAR COLOR(0002)]Possible ![VAR COLOR(0000)],[VAR COLOR(0002)]Sì![VAR COLOR(0000)],[VAR COLOR(0002)]Erlernbar![VAR COLOR(0000)],[VAR COLOR(0002)]Sí puede[VAR COLOR(0000)],[VAR COLOR(0002)]배운다![VAR COLOR(0000)],[VAR COLOR(0002)]おぼえる！[VAR COLOR(0000)]
[VAR COLOR(0001)]Cannot learn[VAR COLOR(0000)],[VAR COLOR(0001)]Impossible ![VAR COLOR(0000)],[VAR COLOR(0001)]No![VAR COLOR(0000)],[VAR COLOR(0001)]Nicht erlernbar![VAR COLOR(0000)],[VAR COLOR(0001)]No puede[VAR COLOR(0000)],[VAR COLOR(0001)]배우지 못함[VAR COLOR(0000)],[VAR COLOR(0001)]おぼえない[VAR COLOR(0000)]
Knows this move,Déjà appris !,La conosce!,Bereits erlernt!,Ya lo conoce,알고 있다,おぼえている
[VAR COLOR(0002)]Compatible[VAR COLOR(0000)],[VAR COLOR(0002)]Apte ![VAR COLOR(0000)],[VAR COLOR(0002)]Sì![VAR COLOR(0000)],[VAR COLOR(0002)]Anwendbar![VAR COLOR(0000)],[VAR COLOR(0002)]Apto[VAR COLOR(0000)],[VAR COLOR(0002)]쓸 수 있다[VAR COLOR(0000)],[VAR COLOR(0002)]つかえます[VAR COLOR(0000)]
[VAR COLOR(0001)]Incompatible[VAR COLOR(0000)],[VAR COLOR(0001)]Pas apte ![VAR COLOR(0000)],[VAR COLOR(0001)]No![VAR COLOR(0000)],[VAR COLOR(0001)]Wirkungslos![VAR COLOR(0000)],[VAR COLOR(0001)]No apto[VAR COLOR(0000)],[VAR COLOR(0001)]쓸 수 없다[VAR COLOR(0000)],[VAR COLOR(0001)]つかえません[VAR COLOR(0000)]
[~ 55],[~ 55],[~ 55],[~ 55],[~ 55],[~ 55],[~ 55]
[~ 56],[~ 56],[~ 56],[~ 56],[~ 56],[~ 56],[~ 56]
[~ 57],[~ 57],[~ 57],[~ 57],[~ 57],[~ 57],[~ 57]
[~ 58],[~ 58],[~ 58],[~ 58],[~ 58],[~ 58],[~ 58]
[~ 59],[~ 59],[~ 59],[~ 59],[~ 59],[~ 59],[~ 59]
[~ 60],[~ 60],[~ 60],[~ 60],[~ 60],[~ 60],[~ 60]
[~ 61],[~ 61],[~ 61],[~ 61],[~ 61],[~ 61],[~ 61]
[~ 62],[~ 62],[~ 62],[~ 62],[~ 62],[~ 62],[~ 62]
[~ 63],[~ 63],[~ 63],[~ 63],[~ 63],[~ 63],[~ 63]
How many [VAR 1001][VAR ITEM2(0000)] would you like to sell?,"Combien [VAR 1001][VAR 1408(0000,0000)][VAR ITEM2(0000)] voulez-vous vendre ?","Quant[VAR 1102(0000,0101,0101)]oaie [VAR 0109(0000)] vuoi vendere?",Wie viele [VAR 1001][VAR 0110(0000)] möchtest du verkaufen?,"¿Cuánt[VAR 1100(0000,0101)]oas [VAR 1001][VAR ITEM2(0000)] quieres vender?",[VAR 0109(0000)][VAR 1900(0002)] 몇 개 파시겠습니까?,[VAR 0109(0000)]を　いくつ　うりますか？
[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)],[VAR NUM3(0000)]
×,×,×,×,×,×,×
"$[VAR 0207(0000,002C)]","[VAR 0207(0000,202F)] $","[VAR 0207(0000,002E)] $","[VAR 0207(0000,002E)] $","[VAR 0207(0000,202F)] $","[VAR 0207(0000,0000)]원","[VAR 0207(0000,0000)]円"
PURCHASE PRICE,Prix d’achat,Valore,Kaufpreis,Precio de venta,구입 가격,かいとり　かかく
"I can pay you $[VAR 0207(0000,002C)]. Would that be OK?","Vous en obtiendrez [VAR 0207(0000,202F)] $. Voulez-vous continuer ?","Posso darti [VAR 0207(0000,002E)] $. Va bene?","Dafür gebe ich dir [VAR 0207(0000,002E)] $. Bist du damit einverstanden?","Puedo pagarte [VAR 0207(0000,202F)] $. ¿Te parece bien?","그 물건은 [VAR 0207(0000,0000)]원으로 쳐드리겠습니다 괜찮겠습니까?","それなら　[VAR 0207(0000,0000)]円で おひきとり　いたしましょう よろしいですか？"
Yes,Oui,Sì,Ja,Sí,예,はい
No,Non,No,Nein,No,아니요,いいえ
—,---,---,---,—,---,---
How many [VAR 1001][VAR ITEM2(0000)] would you like to sell?,"Combien [VAR 1001][VAR 1408(0000,0000)][VAR ITEM2(0000)] voulez-vous vendre ?","Quant[VAR 1001][VAR 1102(0000,0101,0101)]oaie [VAR 0109(0000)] vuoi vendere?",Wie viele [VAR 1001][VAR 0110(0000)] möchtest du verkaufen?,"¿Cuánt[VAR 1100(0000,0101)]oas [VAR 1001][VAR ITEM2(0000)] quieres vender?",[VAR 0109(0000)][VAR 1900(0002)] 몇 개 파시겠습니까?,[VAR 0109(0000)]を いくつ　うりますか？
"Oh, no. I can’t buy [VAR 1001][VAR ITEM2(0000)].",Vous ne pouvez pas vendre cet objet.,[VAR 0109(0000)]? Peccato! Non posso comprare questo strumento.,"[VAR 1607(0000,0000)][VAR 0110(0000)]? Dieses Objekt kannst du nicht verkaufen.","Lo siento, no puedo comprar eso.",[VAR 0109(0000)][VAR 1900(0001)] 파실 수 없습니다,[VAR 0109(0000)]を かいとることは　できません
"You turned over the [VAR ITEM2(0000)] and got $[VAR 0207(0001,002C)].","Cette vente vous a rapporté [VAR 0207(0001,202F)] $.","Consegni [VAR 1500(0000,0000)][VAR 0109(0000)] e ricevi [VAR 0207(0001,002E)] $.","Du hast [VAR 1606(0000,0000)][VAR 0110(0000)] für [VAR 0207(0001,002E)] $ verkauft.","Recibes [VAR 0207(0001,202F)] $ por la venta [VAR 1704(0000,0001)] [VAR ITEM2(0000)].","[VAR 0109(0000)][VAR 1900(0002)] 건네고 [VAR 0207(0001,0000)]원을 받았다","[VAR 0109(0000)]を　わたして [VAR 0207(0001,0000)]円を　うけとった"
"You turned over the [VAR 1001][VAR ITEM2(0000)] and got $[VAR 0207(0001,002C)].","Cette vente vous a rapporté [VAR 0207(0001,202F)] $.","Consegni [VAR 1001][VAR 1500(0000,0000)][VAR 0109(0000)] e ricevi [VAR 0207(0001,002E)] $.","Du hast einige [VAR 0110(0000)] für [VAR 0207(0001,002E)] $ verkauft.","Recibes [VAR 0207(0001,202F)] $ por la venta [VAR 1704(0000,0001)] [VAR 1001][VAR ITEM2(0000)].","[VAR 0109(0000)][VAR 1900(0002)] 건네고 [VAR 0207(0001,0000)]원을 받았다","[VAR 0109(0000)]を　わたして [VAR 0207(0001,0000)]円を　うけとった"
By type,Catégorie,Per categoria,Kategorie,Por clase,종류 순,しゅるいじゅん
By name,Nom,Per nome,Alphabet,Alfabéticamente,이름 순,なまえじゅん
Newest first,Nouveauté,Più recenti,Neue zuerst,Nuevos primero,NEW,NEW
By number,Numéro,Per numero,Nummer,Por número,번호 순,ばんごうじゅん
Favorites first,Favoris,Preferiti,Favoriten,Favoritos primero,즐겨찾기,おきにいり
Quit,Annuler,Indietro,Abbrechen,Salir,취소,やめる
How do you want to sort your items?,Selon quel critère voulez-vous les trier ?,Scegli come visualizzare gli strumenti.,Wonach möchtest du sortieren?,¿Cómo quieres ordenar tus objetos?,어떤 순서로 바꾸겠습니까?,どの　ならびに　かえますか？
Items have been sorted by type!,Les objets sont maintenant triés par catégorie !,Strumenti riordinati per categoria!,"So, jetzt ist alles fein säuberlich nach Kategorien sortiert!",Los objetos se han ordenado por clase.,종류 순으로 지닌물건을 정리했습니다!,しゅるいじゅんに もちものを　せいり　しました！
Items have been sorted by name!,Les objets sont maintenant triés par nom !,Strumenti riordinati per nome!,"So, jetzt ist alles fein säuberlich alphabetisch sortiert!",Los objetos se han ordenado alfabéticamente.,이름 순으로 지닌물건을 정리했습니다!,なまえじゅんに もちものを　せいり　しました！
Items have been sorted by number!,Les CT sont maintenant triées par numéro !,Strumenti riordinati per numero!,"So, jetzt ist alles fein säuberlich nach Nummern sortiert!",Los objetos se han ordenado por número.,번호 순으로 지닌물건을 정리했습니다!,ばんごうじゅんに もちものを　せいり　しました！
You sorted your items so favorites come first!,Vos objets favoris apparaissent maintenant en haut de la liste !,Strumenti riordinati mettendo i preferiti all’inizio!,"So, jetzt ist alles fein säuberlich nach Favoriten sortiert!",Los favoritos se han puesto al principio.,즐겨찾기한 순으로 지닌물건을 정리했습니다!,おきにいりの　もちものを せいり しました！
You sorted your items so new items come first!,Les objets nouvellement obtenus apparaissent maintenant en haut de la liste !,Strumenti riordinati dai più recenti ai meno recenti!,"So, jetzt ist alles fein säuberlich danach sortiert, wann du es erhalten hast!","Los objetos se han ordenado según el orden de obtención, los más recientes primero. ",새로 입수한 순으로 지닌물건을 정리했습니다!,あたらしく　てにいれた もちものを　せいりしました！
Use this item,Utiliser,Usa,Einsetzen,Usar,사용한다,つかう
Give to a Pokémon,Donner,Dai,Geben,Dar,건네준다,もたせる
[~ 91],[~ 91],[~ 91],[~ 91],[~ 91],[~ 91],[~ 91]
[~ 92],[~ 92],[~ 92],[~ 92],[~ 92],[~ 92],[~ 92]
[~ 93],[~ 93],[~ 93],[~ 93],[~ 93],[~ 93],[~ 93]
Turn the Exp. Share on,Activer,Attiva,Anschalten,Activar,켠다,オン
Turn the Exp. Share off,Désactiver,Disattiva,Ausschalten,Desactivar,끈다,オフ
Cancel,Retour,Indietro,Zurück,Salir,취소,やめる
What do you want to do with the [VAR 0109(0000)]?,Sélection : [VAR 0109(0000)],"Hai selezionato [VAR 1500(0000,0000)][VAR 0109(0000)]!",[VAR 0109(0000)] ausgewählt.,Has seleccionado: [VAR 0109(0000)].,[VAR 0109(0000)][VAR 1900(0002)] 어떻게 할까요?,[VAR 0109(0000)]を　どうしますか？
"[VAR PKNICK(0000)]’s HP was restored by [VAR NUM3(0001)] point[VAR NUMBRNCH(0001,0100)]s.",[VAR PKNICK(0000)] récupère [VAR NUM3(0001)] PV.,[VAR PKNICK(0000)] ha recuperato [VAR NUM3(0001)] PS.,"Die KP von [VAR PKNICK(0000)] wurden um [VAR NUM3(0001)] Punkt[VAR NUMBRNCH(0001,0100)]e aufgefüllt!",[VAR PKNICK(0000)] ha recuperado [VAR NUM3(0001)] PS.,[VAR PKNICK(0000)]의 체력이 [VAR NUM3(0001)] 회복되었다!,[VAR PKNICK(0000)]の　たいりょくが [VAR NUM3(0001)]　かいふくした！
[VAR PKNICK(0000)] recovered from fainting!,[VAR PKNICK(0000)] n’est plus K.O. !,[VAR PKNICK(0000)] torna in forze!,[VAR PKNICK(0000)] hat sich wieder erholt!,¡[VAR PKNICK(0000)] ya no está debilitado!,[VAR PKNICK(0000)][VAR 1900(0001)] 기력을 회복했다!,[VAR PKNICK(0000)]は げんきを　とりもどした！
[VAR PKNICK(0000)] was cured of its poisoning!,[VAR PKNICK(0000)] n’est plus empoisonné.,[VAR PKNICK(0000)] guarisce dall’avvelenamento.,Die Vergiftung von [VAR PKNICK(0000)] wurde geheilt!,[VAR PKNICK(0000)] se ha curado del envenenamiento.,[VAR PKNICK(0000)]의 독은 말끔하게 해독됐다!,[VAR PKNICK(0000)]の　どくは きれい　さっぱり　なくなった！
[VAR PKNICK(0000)] was cured of paralysis!,[VAR PKNICK(0000)] n’est plus paralysé.,[VAR PKNICK(0000)] guarisce dalla paralisi.,Die Paralyse von [VAR PKNICK(0000)] wurde aufgehoben!,[VAR PKNICK(0000)] se ha curado de la parálisis.,[VAR PKNICK(0000)]의 몸저림이 풀렸다!,[VAR PKNICK(0000)]の からだの　しびれが　とれた！
[VAR PKNICK(0000)]’s burn was healed!,[VAR PKNICK(0000)] n’est plus brûlé.,[VAR PKNICK(0000)] guarisce dalla scottatura.,Die Verbrennungen von [VAR PKNICK(0000)] wurden geheilt!,[VAR PKNICK(0000)] ya no tiene quemaduras.,[VAR PKNICK(0000)]의 화상이 나았다!,[VAR PKNICK(0000)]の やけどが　なおった！
[VAR PKNICK(0000)] was thawed out!,[VAR PKNICK(0000)] est dégelé.,[VAR PKNICK(0000)] guarisce dal congelamento.,[VAR PKNICK(0000)] wurde aufgetaut!,[VAR PKNICK(0000)] ya no está congelado.,[VAR PKNICK(0000)]의 얼었던 몸이 녹았다!,[VAR PKNICK(0000)]の からだの　こおりが　とけた！
[VAR PKNICK(0000)] woke up!,[VAR PKNICK(0000)] se réveille !,[VAR PKNICK(0000)] si sveglia.,[VAR PKNICK(0000)] ist aufgewacht!,[VAR PKNICK(0000)] se ha despertado.,[VAR PKNICK(0000)][VAR 1900(0001)] 눈을 떴다!,[VAR PKNICK(0000)]は めを　さました！
[VAR PKNICK(0000)] became healthy!,[VAR PKNICK(0000)] retrouve la forme.,[VAR PKNICK(0000)] è di nuovo in forma.,[VAR PKNICK(0000)] hat sich erholt!,[VAR PKNICK(0000)] ha recuperado su estado normal.,[VAR PKNICK(0000)][VAR 1900(0001)] 건강해졌다!,[VAR PKNICK(0000)]は けんこうに　なった！
[VAR PKNICK(0000)]’s [VAR 010D(0001)] base points rose!,"[VAR 1401(0001,0000)][VAR 010D(0001)] de base [VAR 1408(0000,0001)][VAR PKNICK(0000)] augmente[VAR NUMBRNCH(0001,0200)]nt.",I punti base della statistica [VAR 010D(0001)] di [VAR PKNICK(0000)] sono aumentati!,Der [VAR 010D(0001)]-Basiswert von [VAR PKNICK(0000)] wurde angehoben!,"Los puntos de base [VAR 1704(0001,0000)][VAR 010D(0001)] de [VAR PKNICK(0000)] han aumentado.",[VAR PKNICK(0000)][VAR 1900(0001)] [VAR 010D(0001)]의 기초 포인트가 올라갔다!,[VAR PKNICK(0000)]は　[VAR 010D(0001)]の きそポイントが　あがった！
"[VAR PKNICK(0000)] became more friendly. However, its [VAR 010D(0001)] base points fell!","[VAR PKNICK(0000)] est devenu plus amical. [VAR 1401(0001,0000)][VAR 010D(0001)] de base baisse[VAR NUMBRNCH(0001,0200)]nt !",[VAR PKNICK(0000)] ora è più affezionato. I punti base della statistica [VAR 010D(0001)] però sono diminuiti!,[VAR PKNICK(0000)] wird zahm. Der [VAR 010D(0001)]-Basiswert sinkt.,[VAR PKNICK(0000)] se ha vuelto más amable. ¡Pero tiene menos [VAR 010D(0001)] de base!,[VAR PKNICK(0000)][VAR 1900(0001)] 조금 친해졌다! [VAR 010D(0001)]의 기초 포인트가 떨어졌다!,[VAR PKNICK(0000)]は ちょっと　なついた！ [VAR 010D(0001)]の きそポイントが　さがった！
