en,fr,it,de,es,ko,kana
Throw away how many [VAR ITEMPLUR1][VAR ITEM2(0000)]?,Combien [VAR ITEMPLUR1][VAR 1408(0000)][VAR ITEM2(0000)] voulez-vous jeter ?,"Quant[VAR ITEMPLUR1][VAR 1102(0000,0101,0101)]oaie [VAR ITEM2(0000)] vuoi buttare?",Wie viele [VAR ITEMPLUR1][VAR ITEM2(0000)] sollen in den Müll wandern?,"¿Cuánt[VAR GENDBR(0000,0101)]oas [VAR ITEMPLUR1][VAR ITEM2(0000)] quieres tirar?",[VAR ITEM2(0000)][VAR 1900(0002)] 몇 개 버리겠습니까?,[VAR ITEM2(0000)]を いくつ　すてますか？
Threw away [VAR NUM3(0001)] [VAR ITEM2(0000)].,Vous jetez [VAR NUM3(0001)] [VAR ITEM2(0000)].,Hai buttato [VAR NUM3(0001)] [VAR ITEM2(0000)]!,"[VAR NUM3(0001)] Exemplar[VAR NUMBRNCH(0001,0100)]e des Items [VAR ITEMPLUR0][VAR ITEM2(0000)] wurde[VAR NUMBRNCH(0001,0100)]n weggeworfen.",¡Has tirado [VAR NUM3(0001)] [VAR ITEM2(0000)]!,[VAR ITEM2(0000)][VAR 1900(0002)] [VAR NUM3(0001)]개 버렸습니다,[VAR ITEM2(0000)]を [VAR NUM3(0001)]コ　すてました
[~ 40],[~ 40],[~ 40],[~ 40],[~ 40],[~ 40],[~ 40]
Is it OK to throw away [VAR NUM3(0001)] [VAR ITEM2(0000)]?,Voulez-vous jeter [VAR NUM3(0001)] [VAR ITEM2(0000)] ?,Vuoi buttare [VAR NUM3(0001)] [VAR ITEM2(0000)]?,"Willst du wirklich [VAR NUM3(0001)] Exemplar[VAR NUMBRNCH(0001,0100)]e des Items [VAR ITEMPLUR0][VAR ITEM2(0000)] wegwerfen?",¿Seguro que quieres tirar [VAR NUM3(0001)] [VAR ITEM2(0000)]?,[VAR ITEM2(0000)][VAR 1900(0002)] [VAR NUM3(0001)]개 버려도 괜찮겠습니까?,[VAR ITEM2(0000)]を [VAR NUM3(0001)]コ　すてても　よろしいですか？
[~ 42],[~ 42],[~ 42],[~ 42],[~ 42],[~ 42],[~ 42]
Your father’s words echo in your mind... “[VAR TRNAME(0000)]! This isn’t the time for that!”,"Si papa était là, il dirait : « Voyons [VAR GENDBR(00FF,0806)]fistonma fille, ce n’est pas le moment ! »","Sembra quasi di sentire l’eco delle parole di papà: “[VAR TRNAME(0000)]! C’è un luogo e un tempo per ogni cosa. Non è il momento, ora!”",Vati sagt immer: „Dies ist weder die rechte Zeit noch der rechte Ort dafür!“,Las palabras de tu padre te vienen a la memoria: “¡Cada cosa en su momento!”.,엄마의 말... [VAR TRNAME(0000)]! 이런 것은 쓸 때가 따로 있을 거야,パパの　ことば…… [VAR TRNAME(0000)]！　こういうものには つかいどきが　あるんだ！
[~ 44],[~ 44],[~ 44],[~ 44],[~ 44],[~ 44],[~ 44]
[~ 45],[~ 45],[~ 45],[~ 45],[~ 45],[~ 45],[~ 45]
[VAR TRNAME(0000)] used the [VAR ITEM2(0001)].,[VAR TRNAME(0000)] utilise [VAR 1400(0001)][VAR ITEM2(0001)] !,[VAR TRNAME(0000)] usa [VAR 1500(0001)][VAR ITEM2(0001)]!,[VAR TRNAME(0000)] setzt das Item [VAR ITEM2(0001)] ein.,¡[VAR TRNAME(0000)] ha usado [VAR 1702(0001)][VAR ITEM2(0001)]!,[VAR TRNAME(0000)][VAR 1900(0001)] [VAR ITEM2(0001)][VAR 1900(0002)] 썼다!,[VAR TRNAME(0000)]は [VAR ITEM2(0001)]を　つかった！
"Since a repellent’s effects still linger, you can’t use this now.",Le Repousse précédent est toujours actif !,È ancora attivo il repellente usato prima.,Das Schutz-Item wirkt noch!,El Repelente sigue haciendo efecto. No puedes usar otro todavía.,아직 전에 썼던 스프레이의 효과가 남아 있습니다!,まだ　まえに　つかった スプレーの　こうかが　のこってます！
[VAR TRNAME(0000)] used the [VAR ITEM2(0001)]! The likelihood of encountering Pokémon increased!,"[VAR TRNAME(0000)] utilise [VAR 1402(0001)][VAR ITEM2(0001)] ! [VAR GENDBR(0000,0402)]IlElle va rencontrer davantage de Pokémon sauvages !",[VAR TRNAME(0000)] usa [VAR 1500(0001)][VAR ITEM2(0001)]! La probabilità di incontrare Pokémon selvatici è aumentata.,"[VAR TRNAME(0000)] hat das Item [VAR ITEM2(0001)] eingesetzt! Dadurch steigt die Wahrscheinlichkeit, wilden Pokémon zu begegnen.",¡[VAR TRNAME(0000)] ha usado [VAR 1702(0001)][VAR ITEM2(0001)]! ¡[VAR TRNAME(0000)] se encontrará con más Pokémon salvajes!,[VAR TRNAME(0000)][VAR 1900(0001)] [VAR ITEM2(0001)][VAR 1900(0002)] 사용했다! 포켓몬과 만나기 쉬워졌다!,[VAR TRNAME(0000)]は [VAR ITEM2(0001)]を　つかった！ ポケモンと そうぐう　しやすくなった！
[VAR TRNAME(0000)] used the [VAR ITEM2(0001)]! The likelihood of encountering Pokémon decreased!,"[VAR TRNAME(0000)] utilise [VAR 1402(0001)][VAR ITEM2(0001)] ! [VAR GENDBR(0000,0402)]IlElle va rencontrer moins de Pokémon sauvages !",[VAR TRNAME(0000)] usa [VAR 1500(0001)][VAR ITEM2(0001)]! La probabilità di incontrare Pokémon selvatici è diminuita.,"[VAR TRNAME(0000)] hat das Item [VAR ITEM2(0001)] eingesetzt! Dadurch sinkt die Wahrscheinlichkeit, wilden Pokémon zu begegnen.",¡[VAR TRNAME(0000)] ha usado [VAR 1702(0001)][VAR ITEM2(0001)]! ¡[VAR TRNAME(0000)] se encontrará con menos Pokémon salvajes!,[VAR TRNAME(0000)][VAR 1900(0001)] [VAR ITEM2(0001)][VAR 1900(0002)] 사용했다! 포켓몬과 만나기 어려워졌다!,[VAR TRNAME(0000)]は [VAR ITEM2(0001)]を　つかった！ ポケモンと そうぐう　しにくくなった！
TM[VAR NUM3(0000)] [VAR MOVE(0001)],CT[VAR NUM3(0000)] [VAR MOVE(0001)],MT[VAR NUM3(0000)] [VAR MOVE(0001)],Nr. [VAR NUM3(0000)] [VAR MOVE(0001)],MT[VAR NUM3(0000)] [VAR MOVE(0001)],No.[VAR NUM3(0000)] [VAR MOVE(0001)],No.[VAR NUM3(0000)]　[VAR MOVE(0001)]
HM[VAR NUM2(0000)] [VAR MOVE(0001)],CS[VAR NUM2(0000)] [VAR MOVE(0001)],MN[VAR NUM2(0000)] [VAR MOVE(0001)],VM[VAR NUM2(0000)] [VAR MOVE(0001)],MO[VAR NUM2(0000)] [VAR MOVE(0001)],비전[VAR NUM2(0000)] [VAR MOVE(0001)],ひでん[VAR NUM2(0000)]　[VAR MOVE(0001)]
[~ 52],[~ 52],[~ 52],[~ 52],[~ 52],[~ 52],[~ 52]
[~ 53],[~ 53],[~ 53],[~ 53],[~ 53],[~ 53],[~ 53]
[~ 54],[~ 54],[~ 54],[~ 54],[~ 54],[~ 54],[~ 54]
[~ 55],[~ 55],[~ 55],[~ 55],[~ 55],[~ 55],[~ 55]
[~ 56],[~ 56],[~ 56],[~ 56],[~ 56],[~ 56],[~ 56]
PP,PP,PP,AP,PP,PP,PP
POWER,Puissance,Potenza,Stärke,Potencia,위력,いりょく
ACCURACY,Précision,Precisione,Genauigkeit,Precisión,명중,めいちゅう
CATEGORY,Catégorie,Categoria,Kategorie,Categoría,분류,ぶんるい
[~ 61],[~ 61],[~ 61],[~ 61],[~ 61],[~ 61],[~ 61]
[~ 62],[~ 62],[~ 62],[~ 62],[~ 62],[~ 62],[~ 62]
TYPE,Type,Tipo,Typ,Tipo,타입,タイプ
Nothing,Vide,La Tasca è vuota.,Nichts,Vacío,비어 있습니다,ありません
[~ 65],[~ 65],[~ 65],[~ 65],[~ 65],[~ 65],[~ 65]
[~ 66],[~ 66],[~ 66],[~ 66],[~ 66],[~ 66],[~ 66]
[~ 67],[~ 67],[~ 67],[~ 67],[~ 67],[~ 67],[~ 67]
Sorted items by type!,Les objets sont maintenant classés par catégorie !,Strumenti riordinati per categoria!,"So, jetzt ist alles fein säuberlich nach Kategorie sortiert!",Los objetos se han ordenado por clase.,종류 순으로 지닌물건을 정리했습니다!,しゅるいじゅんに もちものを　せいり　しました！
Sorted items by name!,Les objets sont maintenant classés par nom !,Strumenti riordinati per nome!,"So, jetzt ist alles fein säuberlich alphabetisch sortiert!",Los objetos se han ordenado alfabéticamente.,이름 순으로 지닌물건을 정리했습니다!,なまえじゅんに もちものを　せいり　しました！
Sorted items from most to fewest held!,Les objets sont maintenant classés par quantité décroissante !,Strumenti riordinati per quantità in ordine decrescente!,"So, jetzt ist alles fein säuberlich nach Anzahl (absteigend) sortiert!",Los objetos se han ordenado de mayor a menor número de unidades.,많은 순으로 지닌물건을 정리했습니다!,おおいじゅんに もちものを　せいり　しました！
Sorted items from fewest to most held!,Les objets sont maintenant classés par quantité croissante !,Strumenti riordinati per quantità in ordine crescente!,"So, jetzt ist alles fein säuberlich nach Anzahl (aufsteigend) sortiert!",Los objetos se han ordenado de menor a mayor número de unidades.,적은 순으로 지닌물건을 정리했습니다!,すくないじゅんに もちものを　せいり　しました！
[~ 72],[~ 72],[~ 72],[~ 72],[~ 72],[~ 72],[~ 72]
[~ 73],[~ 73],[~ 73],[~ 73],[~ 73],[~ 73],[~ 73]
[~ 74],[~ 74],[~ 74],[~ 74],[~ 74],[~ 74],[~ 74]
[~ 75],[~ 75],[~ 75],[~ 75],[~ 75],[~ 75],[~ 75]
[~ 76],[~ 76],[~ 76],[~ 76],[~ 76],[~ 76],[~ 76]
[~ 77],[~ 77],[~ 77],[~ 77],[~ 77],[~ 77],[~ 77]
[~ 78],[~ 78],[~ 78],[~ 78],[~ 78],[~ 78],[~ 78]
How do you want to sort your items?,Comment voulez-vous les classer ?,Come vuoi modificare l’ordine?,Wonach möchtest du sortieren?,¿Cómo quieres ordenar tus objetos?,어떤 순서로 바꾸겠습니까?,どの　ならびに　かえますか？
By Type,Par catégorie,Per categoria,Kategorie,Por clase,종류 순,しゅるいじゅん
By Name,Par nom,Per nome,Alphabet,Alfabéticamente,이름 순,なまえじゅん
From Most,Qté décroissante,Quantità maggiore,Anzahl (abst.),De más a menos,많은 순,おおいじゅん
From Fewest,Qté croissante,Quantità minore,Anzahl (aufst.),De menos a más,적은 순,すくないじゅん
By Number,Par numéro,Per numero,Numerisch,Por número,번호 순,ばんごうじゅん
[~ 85],[~ 85],[~ 85],[~ 85],[~ 85],[~ 85],[~ 85]
Sorted items by number!,Les objets sont maintenant classés par numéro !,Strumenti riordinati per numero!,"So, jetzt ist alles fein säuberlich nach Nummern sortiert!",Se han ordenado por número.,번호 순으로 지닌물건을 정리했습니다!,ばんごうじゅんに もちものを　せいり　しました！
[~ 87],[~ 87],[~ 87],[~ 87],[~ 87],[~ 87],[~ 87]
Give to which Pokémon?,À quel Pokémon voulez-vous donner l’objet ?,A chi vuoi dare lo strumento?,Welchem Pokémon zum Tragen geben?,¿A qué Pokémon quieres darle este objeto?,누구에게 지니게 하겠습니까?,だれに　もたせますか？
[VAR PKNICK(0001)] is already holding [VAR iCOLOR2(0000)][VAR ITEM2(0000)]. Would you like to switch the two items?,[VAR PKNICK(0001)] tient déjà [VAR 1402(0000)][VAR ITEM2(0000)] ! Voulez-vous échanger les deux objets ?,[VAR PKNICK(0001)] ha già [VAR 1500(0000)][VAR ITEM2(0000)]. Vuoi scambiare i due strumenti?,[VAR PKNICK(0001)] trägt bereits das Item [VAR ITEM2(0000)]. Sollen die Items ausgetauscht werden?,¡[VAR PKNICK(0001)] ya lleva [VAR 1702(0000)][VAR ITEM2(0000)]! ¿Quieres cambiar un objeto por otro?,[VAR PKNICK(0001)][VAR 1900(0001)] 이미 [VAR ITEM2(0000)][VAR 1900(0002)] 지니고 있습니다 지니고 있는 도구를 교환하겠습니까?,[VAR PKNICK(0001)]は　すでに [VAR ITEM2(0000)]を　もっています もっている　どうぐを とりかえますか？
The Pokémon is now holding the [VAR ITEM2(0000)].,Vous lui donnez [VAR 1402(0000)][VAR ITEM2(0000)].,Hai dato [VAR 1500(0000)][VAR ITEM2(0000)] al Pokémon!,[VAR ITEM2(0000)] wird nun getragen.,Le has dado [VAR 1700(0000)][VAR ITEM2(0000)] al Pokémon.,[VAR ITEM2(0000)][VAR 1900(0002)] 지니게 했다,[VAR ITEM2(0000)]を もたせた
Took the Pokémon’s [VAR ITEM2(0000)] and gave it the [VAR ITEM2(0001)].,Vous avez repris [VAR 1400(0000)][VAR ITEM2(0000)] et vous lui donnez [VAR 1402(0001)][VAR ITEM2(0001)].,Gli hai tolto [VAR 1500(0000)][VAR ITEM2(0000)] e gli hai dato [VAR 1500(0001)][VAR ITEM2(0001)]!,[VAR ITEM2(0000)] zurückgenommen und [VAR ITEM2(0001)] zum Tragen gegeben.,Has cogido [VAR 1700(0000)][VAR ITEM2(0000)] que tenía y le has dado [VAR 1700(0001)][VAR ITEM2(0001)].,[VAR ITEM2(0000)][VAR 1900(0002)] 가져오고 [VAR ITEM2(0001)][VAR 1900(0002)] 지니게 했다!,[VAR ITEM2(0000)]を　あずかって [VAR ITEM2(0001)]を　もたせた！
Use on which Pokémon?,Sur quel Pokémon voulez-vous l’utiliser ?,Su chi vuoi usare lo strumento?,Auf welches Pokémon anwenden?,¿Con qué Pokémon quieres usar este objeto?,누구에게 사용하겠습니까?,だれに　つかいますか？
Teach which Pokémon?,À quel Pokémon voulez-vous l’enseigner ?,A chi vuoi insegnare la mossa?,Welches Pokémon erlernen lassen?,¿Qué Pokémon quieres que lo aprenda?,누구에게 배우게 하겠습니까?,だれに　おぼえさせますか？
The [VAR ITEM2(0000)] can’t be held.,Impossible de donner [VAR 1400(0000)][VAR ITEM2(0000)].,Non puoi dare [VAR 1500(0000)][VAR ITEM2(0000)] a un Pokémon!,Das Item [VAR ITEM2(0000)] kann keinem Pokémon zum Tragen gegeben werden.,No puedes darle [VAR ITEMPLUR0][VAR 1700(0000)][VAR ITEM2(0000)] a un Pokémon.,[VAR ITEM2(0000)][VAR 1900(0002)] 지니게 할 수 없습니다!,[VAR ITEM2(0000)]を もたせることは　できません！
[~ 95],[~ 95],[~ 95],[~ 95],[~ 95],[~ 95],[~ 95]
Booted up a TM.[VAR BE05(0002)][VAR BE05(0000)],CT activée ![VAR BE05(0002)][VAR BE05(0000)],Hai attivato una Macchina Tecnica.[VAR BE05(0002)][VAR BE05(0000)],Eine TM wurde aktiviert.[VAR BE05(0002)][VAR BE05(0000)],MT activada.[VAR BE05(0002)][VAR BE05(0000)],기술머신을 켰다![VAR BE05(0002)][VAR BE05(0000)],わざマシンを　きどうした！[VAR BE05(0002)][VAR BE05(0000)]
Booted up an HM.[VAR BE05(0002)][VAR BE05(0000)],CS activée ![VAR BE05(0002)][VAR BE05(0000)],Hai attivato una Macchina Nascosta.[VAR BE05(0002)][VAR BE05(0000)],Eine VM wurde aktiviert.[VAR BE05(0002)][VAR BE05(0000)],MO activada.[VAR BE05(0002)][VAR BE05(0000)],비전머신을 켰다![VAR BE05(0002)][VAR BE05(0000)],ひでんマシンを　きどうした！[VAR BE05(0002)][VAR BE05(0000)]
It contained [VAR MOVE(0000)]. Teach [VAR MOVE(0000)] to [VAR PKNICK(0001)]?,Elle contient [VAR MOVE(0000)]. Souhaitez-vous apprendre la capacité [VAR MOVE(0000)] à ce Pokémon ?,Contiene la mossa [VAR MOVE(0000)]! Vuoi insegnarla a [VAR PKNICK(0001)]?,Sie enthält [VAR MOVE(0000)]. Soll [VAR PKNICK(0001)] die Attacke [VAR MOVE(0000)] beigebracht werden?,Contiene el movimiento [VAR MOVE(0000)]. ¿Quieres enseñarle [VAR MOVE(0000)] a [VAR PKNICK(0001)]?,안에는 [VAR MOVE(0000)][VAR 1900(0003)] 기록되어 있다! [VAR MOVE(0000)][VAR 1900(0002)] [VAR PKNICK(0001)]에게 배우게 하겠습니까?,なかには　[VAR MOVE(0000)]が きろく　されていた！ [VAR MOVE(0000)]を [VAR PKNICK(0001)]に　おぼえさせますか？
"[VAR PKNICK(0000)] wants to learn the move [VAR MOVE(0001)]. However, [VAR PKNICK(0000)] already knows four moves. Should a move be deleted and replaced with [VAR MOVE(0001)]?",[VAR PKNICK(0000)] veut apprendre [VAR MOVE(0001)]. Mais un Pokémon ne peut pas connaître plus de quatre capacités à la fois. Voulez-vous remplacer une capacité par [VAR MOVE(0001)] ?,[VAR PKNICK(0000)] vorrebbe imparare [VAR MOVE(0001)] ma conosce già quattro mosse. Vuoi che ne dimentichi una e al suo posto impari [VAR MOVE(0001)]?,"[VAR PKNICK(0000)] versucht, [VAR MOVE(0001)] zu erlernen. Aber [VAR PKNICK(0000)] kann nur maximal vier Attacken erlernen. Soll eine andere Attacke durch [VAR MOVE(0001)] ersetzt werden?",[VAR PKNICK(0000)] quiere aprender el movimiento [VAR MOVE(0001)]. Pero [VAR PKNICK(0000)] ya conoce cuatro movimientos. ¿Quieres sustituir uno de esos movimientos por [VAR MOVE(0001)]?,[VAR PKNICK(0000)][VAR 1900(0001)] 새로 [VAR MOVE(0001)][VAR 1900(0002)] 배우고 싶다... 그러나 [VAR PKNICK(0000)][VAR 1900(0001)] 기술을 4개 알고 있으므로 더 이상 배울 수 없다! [VAR MOVE(0001)] 대신 다른 기술을 잊게 하겠습니까?,[VAR PKNICK(0000)]は　あたらしく [VAR MOVE(0001)]を　おぼえたい…… しかし　[VAR PKNICK(0000)]は　わざを　４つ おぼえるので　せいいっぱいだ！ [VAR MOVE(0001)]の　かわりに ほかの　わざを　わすれさせますか？
Which move should be forgotten?,Quelle capacité voulez-vous lui faire oublier ?,Quale mossa vuoi che dimentichi?,Welche Attacke soll vergessen werden?,¿Qué movimiento quieres que olvide?,어느 기술을 잊게 할까?,どの　わざを わすれさせたい？
"1, [WAIT 20]2, and[WAIT 20]... [WAIT 20]... [WAIT 20]... Ta-da![VAR BE05(0003)][VAR BE05(0000)] [VAR PKNICK(0000)] forgot how to use [VAR MOVE(0001)]. And... [VAR PKNICK(0000)] learned [VAR MOVE(0002)]![VAR BE05(0004)][VAR BE05(0001)]","1[WAIT 20], 2[WAIT 20], [WAIT 20]… [WAIT 20]… Tadaa ![VAR BE05(0003)][VAR BE05(0000)] [VAR PKNICK(0000)] oublie [VAR MOVE(0001)]. Et… Il apprend [VAR MOVE(0002)] ![VAR BE05(0004)][VAR BE05(0001)]","Uno,[WAIT 20] due[WAIT 20] e[WAIT 20]...[WAIT 20] ta-daaaa![VAR BE05(0003)][VAR BE05(0000)] [VAR PKNICK(0000)] dimentica [VAR MOVE(0001)]! Al suo posto... [VAR PKNICK(0000)] impara [VAR MOVE(0002)]![VAR BE05(0004)][VAR BE05(0001)]","Eins,[WAIT 20] zwei[WAIT 20] und[WAIT 20]... schwupp![VAR BE05(0003)][VAR BE05(0000)] [VAR PKNICK(0000)] hat [VAR MOVE(0001)] vergessen und [VAR MOVE(0002)] erlernt!","1, [WAIT 20]2 y... [WAIT 20]¡puf![VAR BE05(0003)][VAR BE05(0000)] ¡[VAR PKNICK(0000)] ha olvidado cómo utilizar [VAR MOVE(0001)]! Y... ¡[VAR PKNICK(0000)] ha aprendido [VAR MOVE(0002)]![VAR BE05(0004)][VAR BE05(0001)]","1,[WAIT 20] 2[WAIT 20]...[WAIT 20]...[WAIT 20] 짠![VAR BE05(0003)][VAR BE05(0000)] [VAR PKNICK(0000)][VAR 1900(0001)] [VAR MOVE(0001)][VAR 1900(0002)] 깨끗이 잊었다! 그리고...! [VAR PKNICK(0000)][VAR 1900(0001)] 새로 [VAR MOVE(0002)][VAR 1900(0002)] 배웠다![VAR BE05(0004)][VAR BE05(0001)]",１[WAIT 20]　２の[WAIT 20]　…[WAIT 20]…[WAIT 20]　ポカン！[VAR BE05(0003)][VAR BE05(0000)] [VAR PKNICK(0000)]は　[VAR MOVE(0001)]の つかいかたを　きれいにわすれた！ そして……！ [VAR PKNICK(0000)]は　あたらしく [VAR MOVE(0002)]を　おぼえた！[VAR BE05(0004)][VAR BE05(0001)]
Give up on learning the move [VAR MOVE(0001)]?,Alors… Voulez-vous renoncer à apprendre [VAR MOVE(0001)] ?,Vuoi bloccare l’apprendimento di [VAR MOVE(0001)]?,"Aufgeben, [VAR MOVE(0001)] zu erlernen?",¿Prefieres que no aprenda [VAR MOVE(0001)]?,그럼... [VAR MOVE(0001)][VAR 1900(0002)] 배우는 것을 포기하겠습니까?,それでは……　[VAR MOVE(0001)]を おぼえるのを　あきらめますか？
[VAR PKNICK(0000)] did not learn [VAR MOVE(0001)].,[VAR PKNICK(0000)] n’a pas appris [VAR MOVE(0001)].,[VAR PKNICK(0000)] non ha imparato [VAR MOVE(0001)]!,[VAR PKNICK(0000)] hat [VAR MOVE(0001)] nicht erlernt.,[VAR PKNICK(0000)] no ha aprendido [VAR MOVE(0001)].,[VAR PKNICK(0000)][VAR 1900(0001)] [VAR MOVE(0001)][VAR 1900(0002)] 결국 배우지 않았다!,[VAR PKNICK(0000)]は　[VAR MOVE(0001)]を おぼえずに　おわった！
[VAR PKNICK(0000)] and [VAR MOVE(0001)] are not compatible. [VAR MOVE(0001)] can’t be learned.,[VAR PKNICK(0000)] et [VAR MOVE(0001)] ne sont pas compatibles. Ce Pokémon ne peut pas apprendre cette capacité !,La mossa [VAR MOVE(0001)] non è compatibile con [VAR PKNICK(0000)]. Non puoi insegnargliela.,[VAR PKNICK(0000)] und [VAR MOVE(0001)] sind nicht kompatibel. [VAR MOVE(0001)] kann nicht erlernt werden.,[VAR PKNICK(0000)] y [VAR MOVE(0001)] son incompatibles. El Pokémon no puede aprender ese movimiento.,[VAR PKNICK(0000)][VAR 1900(0004)] [VAR MOVE(0001)][VAR 1900(0001)] 상성이 좋지 않았다! [VAR MOVE(0001)][VAR 1900(0001)] 배울 수 없다!,[VAR PKNICK(0000)]と　[VAR MOVE(0001)]は あいしょうが　わるかった！ [VAR MOVE(0001)]は おぼえられない！
[VAR PKNICK(0000)] already knows [VAR MOVE(0001)].,[VAR PKNICK(0000)] connaît déjà [VAR MOVE(0001)].,[VAR PKNICK(0000)] conosce già [VAR MOVE(0001)]!,[VAR PKNICK(0000)] kennt [VAR MOVE(0001)] bereits.,[VAR PKNICK(0000)] ya conoce [VAR MOVE(0001)].,[VAR PKNICK(0000)][VAR 1900(0001)] 이미 [VAR MOVE(0001)][VAR 1900(0002)] 기억하고 있습니다,[VAR PKNICK(0000)]は　すでに [VAR MOVE(0001)]を　おぼえています
[VAR PKNICK(0000)] learned [VAR MOVE(0001)]![VAR BE05(0004)][VAR BE05(0001)],[VAR PKNICK(0000)] apprend [VAR MOVE(0001)] ![VAR BE05(0004)][VAR BE05(0001)],[VAR PKNICK(0000)] impara [VAR MOVE(0001)]![VAR BE05(0004)][VAR BE05(0001)],[VAR PKNICK(0000)] erlernt [VAR MOVE(0001)]![VAR BE05(0004)][VAR BE05(0001)],¡[VAR PKNICK(0000)] ha aprendido [VAR MOVE(0001)]![VAR BE05(0004)][VAR BE05(0001)],[VAR PKNICK(0000)][VAR 1900(0001)] [VAR MOVE(0001)][VAR 1900(0002)] 배웠다![VAR BE05(0004)][VAR BE05(0001)],[VAR PKNICK(0000)]は [VAR MOVE(0001)]を　おぼえた！[VAR BE05(0004)][VAR BE05(0001)]
[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)]
It won’t have any effect.,Cela n’aura aucun effet.,Non avrebbe alcun effetto!,Es wird keine Wirkung haben.,No tendría ningún efecto.,써도 효과가 없다,つかっても　こうかがないよ
